author,comment,likes,published_at,reply_count
@MrSetiamu,Love from Sarawak <3,11,2020-05-25 13:52,0
@mixkit82,I have no job coved-19 lockdown and my family in Pakistan want money. So i request please help me.,11,2020-05-26 06:50,5
@KECIK__,"Assalamualaikum semua, harini birthday mak saya.. 😉",11,2020-05-25 10:41,5
@eisyalatte,“kita kena bersyukur kita stay kt malaysia” omg im cryin tho haha,11,2020-05-25 14:43,0
@ainayusof9589,such an inspiration ! sedih je part yg dpn bank tu 😩♥️,10,2020-05-25 10:20,0
@bidaragroup,"slot ni best... isa respect u bro
moga Allah swt permudahkan segala urusan
*ikhlas",10,2020-06-05 12:47,0
@MultiPlaymaker10,Ending soundtrack tu bagi cinematic feeling,10,2020-05-25 14:35,0
@mrsroses6250,Knpe aku rse nak nangis😭 good job Isa and the gengss!,10,2020-05-25 11:23,0
@idhamramli6485,Wahh mmg terbaik ar naviend berlakon😂i love it😂💖,10,2020-05-25 10:28,0
@babycimah5731,"Wehh sedihh doo aq tgk video nie..rakyat malaysia mmg segelintir prihatin dgn org susah..aq tiba"" kluar air mata tgk video nie..huhu😭😭😭",10,2020-05-25 10:14,0
@f4r15channel7,Isa the best youtuber in the world respect bro💪👍,10,2020-05-25 16:23,0
@nurulaizatnordin2734,10:57 brader tu dh tau social experiment and dia ambik kesempatan.. check out 8:59..,10,2020-06-02 06:03,4
@edry.haiqal,"isa look at 10:55
that people isap pod doh
gntle la miskin isap pod
🤨🤨😑😑

dia dh nampak shah bagi org duit dia pon nk jugak
apa ******
tapi xpe niat korg nk sedekah yg menerima tu niat dia apa kita x tau 😗😗",10,2020-05-25 13:21,2
@syarifahnazirah653,Shah really is a people person.. He can connect very well with strangers 👍,10,2020-09-25 15:15,0
@faizolabdullah3141,"yg paling bagus budak sarawak tu,😭",9,2020-07-13 11:25,0
@mohdsyaddadafham6059,"saya request buat social experiment, suruh org pilih Al Quran,phone,duit",9,2020-05-25 13:09,2
@dezack72nil46,"Sempoi bro.
Semoga dipermudahkan dan sentiasa ddlm rahmat allah s.w.t
Salam dr georgetow penang.",9,2020-05-25 13:20,0
@sumandaknraraachannel5270,"Yeahhh dah start
...........happy watching gaisss",9,2020-05-25 10:03,0
@AdamAzril05,"1:35 *Corona Virus Transfer*😅
3:30 transfer again
3:32 and again",9,2020-05-28 04:01,1
@DanielLaeng_,"20 minit, 21K ? 1 minit 1K ke views ? Mantulll🔥",9,2020-05-25 10:22,0
@noriqlymaa6237,Dah lama tahu pasal isa . Tapi hari ni baru free nak tengok video dia . Hari ni mood nak tengok semua video dia tanpa skip iklan  . Tak mampu nak jadi macam isa .  Dengan cara tengok video dia & tak skip iklan ni mana lah tahu boleh bantu isa untuk isa terus tolong orang sampai bila bila . Terbaik bro 👍👍👍👍,9,2020-08-21 08:01,0
@shvn4308,i respect u brother ... keep on doing like this video,8,2020-05-25 12:40,0
@onelove370,meremang bulu roma tgk abang mycar tu baik sungguh ! respect!,8,2020-06-22 13:35,0
@fadilomar6784,memang terbaiklah korang teruskan menolong orang Malaysia Semoga Allah lindungi korang semua aminn...,8,2020-05-25 23:37,0
@syazamtv3281,"Bang sy bru start youtube, sponser camera bang 😭",8,2020-05-25 12:08,2
@zahidzahid8495,Aku rasa isa x payah buat biar member dia je sbb dia dh famous... Mesti smua orang dh thu yg tu social experiment...x kn youtuber boleh jdi miskin lakk kan,8,2020-05-25 11:46,0
@AsulYT,10:12 editing dah mcm ustat azhar idrus dahh.. effect motivate suspense.. apapun keep it up konten seterusnya,8,2020-05-26 10:00,0
@meenrah,Berapa kali keluar air mata terharu tgk video ni😭 ya Allah baiknya orang Malaysia. First time layan channel ni. Good job guys 👏🏼,8,2020-05-29 01:15,1
@ravivarma5841,Asyik dialogue Yang Sama: duduk kat mana?-Sungai Buloh😆,8,2020-05-25 13:01,0
@mohdfaqrulzikri9188,Hujan rahmat.. Allah murahkn rezeki isaisrb lagi.. Insyallah amin 😊👍,8,2020-05-31 06:39,0
@idras79,Saya salut dengan conten kamu bro. Semua dilakukan dengan secara sepontan. Tiada unsur lakonan. Dari pemerhatian saya anda ber3 melakukan dengan berani dan mengikut cara dan bahasa orang yang betul-betul dalam kesusahan. Saya pernah mengalami keadaan macam ni. Tapi saya macam abang las tadi tu saya soal banyak baru saya bantu. Memang terbaiklah bossKu... Saya sudah melanggan pada jam20:34 minit malam ini pada tarikh 27hb06th2020. Bersamaan hari sabtu. Teruskan sosial xpr'man...,8,2020-06-27 12:36,0
@ohayouuu5442,"saya youtuber baru , minta jasa baik tolong subcribe ja 😕 , kalau malas nak tgk xpa , minta subcribe ja 😭 , channel pasal anime , kalau kaki anime mai la singgah 😬",7,2020-05-27 21:16,0
@aqilahaliah8173,"Semoga Allah murahkan rezeki dan permudahkan urusan korang semua,lebih"" lagi bulan ramadhan.semoga korang semua successful dunia akhirat.allahumma aamiin:)",7,2020-05-26 02:00,0
@daniarose1639,"Baru tadi aq balik naik taxi.. sebenarnya tambang rm5 je, Tapi abang driver cerita psl PKP ni ,customer kurang....
aq pun baru 2 hari kena buang keja... Aq risau mana nak cari keja... Pikir nak bayar sewa rmh macam mana. .makan... 
Tapi hari ni, ada hamba2 Allah tolong aq carikan keja.. Alhamdulillah, esok aq akan mula kerja... 
Maybe berkat aq sedekah RM10 je kt tabung surau seminggu lalu...
..hari ni aq bayar tambang taxi tu rm10... Aq niat sebab aq da dpt keja...sebab aq tahu, hikmahnya bersedekah Allah akan lipat gandakan rezeki kita.. Selagi kita mampu, bersedekah la walaupun 10sen.. InshaaAllah, Allah akan tolong kita...",7,2020-06-09 14:43,1
@hajifhanafi4738,"kaye dowh abg isa, idola banget😍😍(jgnkembang)",7,2020-05-25 12:32,0
@syyaaisy8818,proud to be sarawakian..may Allah bless you bro❤and semoga all of you murah rezeki,7,2020-06-14 14:38,0
@Kandiilyas,Alhamdulillah serious ak pling suka content ni.. dlu ade buat pukul.pengemis... All.the best Isaa .. Moga murah rezeki sehat sentiasa broo🤲🏻,7,2020-07-14 05:46,0
@longkadisah4003,Mengalir air mata tgok video ni.. :')) Terbaik bro..,7,2020-07-20 09:14,1
@kimieydaus8963,Memang stail isa......semoga allah permudahkan urusan kau sbb kau pon banyak tolong org,7,2020-06-01 14:53,0
@muhamadhafizzabdulrahman8256,dlu aku anti btoi channel ang Isa Isaarb...tp vlog ang kali ni btoi2 buat aku tersentuh hatila tgk real org susah bg duit tolong org yg memerlukan...pastu dpt blik ganjaran yg tk disangka2...wa subscribe channel ang bro...thanks   buat aku sedar erti kasih syg sesama manusia bro,7,2020-06-06 06:05,0
@ridzzuanmchannel,"Mmg sempoi la isa ... 

Kwn2 jom support channel sya jgk.  😊",7,2020-05-25 10:22,0
@nazzayra1515,Amazing.... God blessed u,7,2020-06-27 12:49,0
@samsonpapaellyia7571,Org sarawak memang terbaik!!!!!,7,2020-06-25 12:17,0
@azanshukor428,bersalam time covid make me feel... hmmm...,7,2020-05-29 02:43,0
@mudzakkir5366,10:58 itu orang dari scene first,7,2020-05-25 11:55,2
@atokko3508,"bro ni pndapat aq laa
bro join skali dgn ustaz ebit lew
tlong org ssah....insyahallah allah bgi bro murahkan rezeki....rezeki byk masuk....",6,2020-05-26 20:19,0
@mieracomel1,"Semoga dimurahkan rezeki lagi, klau ade lebih rezeki, share la dgn sy, tak byk 100 rggit pon dah bersyukur😔",6,2020-05-30 13:37,1
@heyysspp,i wish i could do the same things as you bro hmm,6,2020-06-01 15:42,0
@cpmremake1139,3:01 haha cina nak bagi hutang?? Comfirm tak bagi,6,2020-05-27 16:18,2
@al-hafiz1542,channel paling rare kat malaysia 🔥🔥🔥 fav YouTuber isa!,6,2020-05-25 13:17,0
@danishmohd8733,Ending x sempat ckp ke hahah,6,2020-05-25 12:33,0
@zmirza872,Respect brader baju merah 🙏🏻🙏🏻,6,2020-05-25 10:40,0
@syahirriezam3672,"Orang sarawak dan sabah memang baik hati, sy dah pernah berkawan, klau nk crita panjang, tp memang baik hati. 🥰🥰",6,2020-05-25 16:01,0
@markdarrien2640,The real sultan in real life👍😂,6,2020-06-17 08:14,0
@afie.fadzlin,part Shah kena sekolah dkt dpn cimb tu sumpah lawak ...Hahahahaha layan kan jela shah kan😅🤦‍♀️Dia punya lawak fight fight dgn lawak bila Navien ckp melayu,5,2020-05-25 19:02,0
@fakhrusysyakirin2651,Yang bro last memang respect gila la🔥,5,2020-05-25 10:45,0
@tembikaisusu3270,semoga makin byk insan2 mulia yg dpt membantu insan2 yg dlm kususahan diluar sana,5,2020-05-25 13:50,0
@rafiqrusli2446,1:35 isa buat kesalahan sbb berjabat tngan...,5,2020-05-25 13:50,0
@Channelasaluoload,Allah bergenang air Mata tengok video ni..memang tersentuh 🥺,5,2020-06-25 07:20,0
@nielhensemqt5665,"8:26 nice la bang, sya pun asal sarawak tq la bgi naik nama sarawak sikit... Org sarawak sikbyk kedekut... 👍👍",5,2020-05-25 11:31,1
@veil8625,Mr beast malaysia🔥,5,2020-05-25 10:24,0
@reactify8531,Content dia ni memang fresh and ada moral.. keep it up👍🏻,5,2020-05-26 02:49,0
@youtubeizu2695,beli brg kamera 20k mcm beli top up😂😂,5,2020-05-25 15:27,0
@aidilnaim652,"Sebenarnye aku tk fhm tajuknya...""berapa yang ko bagi RM"" atau ""berape RM yang ko bagi'",5,2020-05-25 18:57,0
@aaripyy176,Wahh org Sarawak tk prnh menghampakan👍,5,2020-05-25 11:51,0
@harithirfan143,respect u bro !!,5,2020-05-25 15:15,0
@funnyclip6363,"Untuk info klu blh even utk sosial experiment bole tukar dr perkataan ""SEDEKAH"" kpd ""HADIAH""...ditakuti ada dikalangan   penerima tersebut adalah mereka yg xlayak terima sedekah tp ambil krn mereka xtaw..sbb nmpk kt dlm tu bkn golongan asnaf pn terima so lg baik tukar sbg NYATAKAN HADIAH...risau jg tkut ada yg tersinggung jg....tp klu hadiah anybody can take....just pendapat....",5,2020-05-30 17:15,1
@caldinagt4club,"PALING PEMURAH: ISA ISARB
PALING KEDEKUT: DRAMA SUAMI KEDEKUT (KCTV CHANNEL)
.
.
.
HAHAHAHAHHA",5,2020-08-06 03:30,0
@Norman605,"Good job, 💯%%% I support u also 👌👌👌👌👌thank you so much group isa",5,2020-06-14 01:52,0
@sarahizzah748,"Weh korang bersalam2 ye 😂😂, x lehhhh , covid weh",5,2020-06-25 13:02,1
@romeokazz5899,9:15 minit aq rasa orang tu nampak la...yang baju biru tu,5,2020-05-25 19:49,1
@NiaNuraini-sm8ds,asal semua tkde reaction mcm orng terkejut and terharu and berterima kasih eh,5,2020-05-31 08:38,2
@muhdanielaiman_,Saya Bangga Dengan Kamu Anak Muda!!,4,2020-05-25 10:12,0
@kaulahinsfirasiku7421,Mohon maaf lahir dan batin 🙏🙏 SEMOGA kita semua sehat selalu Amin 🤲,4,2020-05-25 23:25,0
@DhienAhmad83,Terbaiklah sarawakian..❤️,4,2020-06-02 08:41,0
@Rullyansyahhihi,"I'm from indonesian bro, respect to you👍🏿
Semoga allah selalu melindungi mu bro, amiin.",4,2020-05-28 22:08,0
@iceborne6920,"Sekejap Nye,baru jer nk tgk org MALAYSIA ni ramai Ker yg suka menderma 💸💰",4,2020-05-25 10:38,2
@mohamedaidilsukri5096,"Respect kau Isa✌🏻🔥. Ye betul cakap kau, kita semua kena bersyukur jd rakyat Malaysia. Majoriti rakyat kita semuanya sgt murah hati. 😊",4,2020-05-25 13:15,0
@Farhanflymedia,"💚USTAZ EBIT LEW💚
❤USTAZ TIDO❤
💛AZFAR BADRUL💛
💙ISA ISARB💙
saya copy paste je, dermawan malaysia",4,2020-06-19 10:00,0
@mekshaaqlate673,Ya Allah masih ramai lagi yg baik di Malaysia ni . Selalu tolong org susah . Bangga jadi rakyat Malaysia . Btw Terbaik Isa Isarb semoga korang n team terus buat konten berfaedah mcm ni n semoga korang semua dimurahkan rezeki,4,2020-08-27 13:37,0
@i7oken927,rase mcm singkat lh 17 minit tu😅 btw semoga diberkati isarb clans,4,2020-05-25 19:04,0
@christyaveline5661,The best lh orng sarwak... Nang love lah...,4,2020-10-06 14:28,0
@endrijay124,Gg isa isarb ig aku:endri_jay,4,2020-05-25 10:53,0
@danieljuanas1921,Terbaik lh biyak serawak....semoga rezeki ktk murh mudh di tmpat org nun...,4,2020-05-25 18:35,1
@aidilkamaa3240,13:06 J HUNTER 🤣,4,2020-05-25 12:02,0
@aliffgaming1408,"Team isa isarb semoga dipermudahkn urusan, dimurahkn rezeki, sihat selalu dan berjaya dunia akhirat 😊👍",4,2020-06-07 07:38,0
@esyapakdin1243,hye i from sarawak!!!!,4,2020-10-02 15:35,0
@jiehaadnan7266,"adik aku teringin nak jadi team isa isarb ni, tapi nak buat camne die baru masuk university so aku harap die akan dapat apa yang die mahukan.
 insyaallah",4,2020-06-25 10:03,0
@kidyan4242,"SELAMAT HARI RAYA ABANG JAGANG TIDOR TAU
NATI ABANG KZ TIDOR BILIK 
ABANG HAHAHAHAHA",4,2020-05-25 12:11,1
@Doniluvcar,This vid make me smile🙂🙂,4,2020-05-25 10:55,0
@kakiyoutube5582,"Susah la org nak bagi sbb ko pakai smart. So org fkr pun, diri dia lebih ssah dri kau. Tu yg tak ramai bagi",4,2020-06-02 22:56,0
@ragepower1,"Mantap arh Abg Isa Isarb , semoga tahun ni Abg Isa dpt 1 Millions Subs thn ni, amin..",4,2020-05-25 13:03,0
@f8ry176,org sarawak tu memang terbaik boss.. salute juga bro my car tu..dua org ni betul2 thorbaik.. rakyat malaysia memang terbaik! guys tolong cukupkan 1k subs aku.. perlu 2++ more siapa yg subs sy su subs balik.. malaysia terbaik..,4,2020-06-17 17:04,0
@norjalila,Good luck gais semoga Allah membalas jasa korang .saya pun pernah merasa susah jd saya pun akn sedih tgok bila org susah dan  pasti akn tlg biarlah kita susah Tp jgn kita lihat org susah..satu je ayat dr sya merantau dr dulu klau aku susah pasti ada org lg susah dr aku..ni lah buat saya kuat hingga keharini,4,2020-06-04 12:15,0
@204Cctv,9:33 abang askar yawww🔥,4,2020-05-29 19:53,0
@akang4898,"Sumpah bro respect lu orang , kami semua mendoakan semoga bertambah rezeki abang abang yang beri kat korang and korang beri balik kepada mereka . Mengalir airmata hm bangga dngn korang ❤️",4,2020-07-05 23:57,0
@abanganchik6918,"14:05 , Aku Respect Orang Macam Hang Bro !",4,2020-05-28 05:35,0
@Asta-420,Mantaplah Octafx yg sponsors,4,2020-05-27 06:06,0
@izimarketing6798,Shah masuk isarb jangan engko panggil org natey beruk dah woi. 🤣🤣,4,2020-05-26 07:41,1
@amirhazrilsyazwan9349,Proud to be malaysian and bro isa.  Kau memang idola.  Aku harap kau berjaya tuka mentaliti orang kita especially orang melayu kita supaya lebih memahami.  All the besy for u bro and keep on doing the good works.  Respect,4,2020-05-25 10:20,0
@haffezhashim9290,"Isa aku sayang kau,tapi tolong bro jangan bersentuhan dengan orang lain bro..stay safe",4,2020-05-25 10:30,0
@shukriosman9379,Alhamdulillah insyaallah rezeki tidak akan putus.. What you give out is what you get Allah tahun niat hamba nya sekiranya kita berbuat baik sesama insan tk kire agama insyaallah rezeki akan berlipat kali ganda amin,4,2020-05-27 11:00,0
@al7294,Menyampah org comment 'firts' korang?,4,2020-05-25 09:59,2
@deankamal8,"Terbaik lah isa .. keep doing what u doing now . 👍🏻
Semoga terus sukses 🙏🏻",4,2020-05-25 14:54,0
@billyzulkarnain8452,Da kaya sgt Bro ni jgn sampai timbul riak dlm hati tu jaga2 sekeliling memerhati n kdg2 mbr sndri tggu kite silap sikit je awass...,4,2020-05-25 13:37,1
@azierahziera9898,ISA ni baik lah❤️❤️semoga selalu dalam lindugan allah selalu aminn🤲🏻,4,2020-12-28 05:24,0
@slaura5717,Bangga jadi orang Sarawak ❤️ walaupun pun dah tengok video dari dulu lagi but still nak tengok jugak sebab saya bangga jadi anak Sarawak 😍😌,4,2020-12-13 11:59,1
@risyafarisya8814,"I cried while watching this video cause of community concern and your kindness isa ❤️ Semoga Allah murahkan rezeki awak , Aminn ☺️",3,2020-09-11 16:26,1
@asrolfadli487,"TERBAEKKKLAH ISA, SYAH DAN NAVEIND.",3,2020-05-25 10:11,0
@bisnesepy2013,"Alhamdulillah masih ada insan macam ni.. Allah tersentuh hati aku banyak kali meleleh air mata bila tengok video isa yang bantu org2 memerlukan ni.. walaupon ada yg tak perlu bantuan pon,isa tetap bantu.. banyak video yg buat aku menitis air mata dan terasa macam nak kerja dengan isa.. bukan sebab duit,tapi sebab rasa prihatin dia nak membantu org lain.. seriously keep it up.. pasti ramai yg mendoakan kejayaan anda didunia dan akhirat",3,2020-08-29 09:09,0
@twiqr3154,Ya Allah😂Taehyung aque😂,3,2020-05-25 12:22,0
@ahmadsafwanmohamad3786,"Why ada orang dislike? 🙄 kau terbaik la isa, aku sentiasa support semua content kau 👍",3,2020-05-31 11:27,0
@keristerbang9258,Giler lah.. Ada jgk segelintir rakyat kita xprihatin😢,3,2020-05-26 01:40,0
@zarkani3949,"China,india lagi ok daripada melayu
Melayu banyak susah lah...",3,2020-05-25 11:13,0
@tishashashasha_daners8755,8:26 yea sarawakkkkk ❤,3,2020-12-19 06:19,2
@haziqtengu,Video ni mengajar aku utk lebih bnyk bersedekah. Thanks open my eyes to help people out there yg mybe lebih susah dri aku. 🤝🏼❤,3,2020-05-31 06:36,0
@ainulyaqeen3698,S.O.P tu penting,3,2020-05-25 12:03,0
@afatihahbetty2840,"Makin lama tengok korg,makin minat.. Moga Murah rezeki isa isarb n team",3,2021-02-02 05:55,0
@nanarzm0141,"Aq klu ade duit bnyk ni, settlekan hutang dulu😌 dah settle semua hutang, bru simpan duit beli rumah, tpi tula, klu ade😊",3,2020-05-29 04:19,1
@cahayapembukaan1301,Apesal aku nngis tgk laki yg first n last yg bagi tu..terbaik la dyorg😊,3,2020-06-03 02:03,0
@staticjoey87,Really proud for sarawakian.. God bless you isa isarb and the crew as well. The best video for all the time.,3,2020-06-01 17:00,0
@Badrull_ammin,isa memang idola lh kalau ramai orang cam abang mesti tk de orang susah kn dunia ni,3,2020-05-29 17:10,0
@muhammadalfarizy2449,"Saya asal indonesia ddk dekat KLANG saya sangat respect betol"" sama you suka tolong org susah tengah pkp ni kan. Sekrang memang betol"" susah la kerja takde nak makan pun susah.. I LIKE IT VIDIO",3,2020-05-29 08:27,0
@mr.mantul6768,Isa knpa ko bli brang dkat kdai chinese... kedai melayu pon belambakk... support bmf(buy muslim first).. bukn nk rasist tp support org kita bro.. apapa pon terbaek 🙏🙏🇲🇾🇲🇾👍👍,3,2020-06-03 18:44,2
@kSubscriberWithoutAnyVid-ii3qu,"I'm trying to pursuing my dream but I can't achieve that without your help

so help me bruh",3,2020-05-29 18:56,0
@rizuannurdin56,"Aku jumpa anney, abang² yang lalu dan singgah kt aku mntak seringgit dua . Nak makan , tapi yang paling menarik perhatian aku anney sorang ni dalam lingkungan 40an, mnta duit dgn alasan sama . aku x bagi mcm tu je . Aku tanya knapa aku perlu bagi dan betul ke u akan beli makanan . Dia diam, angguk . Aku ajak dia masuk kreta aku, tanya kenapa dia mcm ni , knapa x kerja , family smua . Mak ayah lama dah tak ada . Adik beradik pun sama . Buta huruf . Tak pernah skolah . Hidup sebatang kara . Dia menangis . Jadi, aku rasa dia mcm tak dapat dorongan utk kehidupan dia dari sesiapa pun. Jadi aku bagi dia kata semangat, aku suruh dia anggap aku adik dia . Dengar lah nasihat aku . Kat dunia ni tak ada apa kita tak boleh buat . Nak dengan taknak je . Susah mcm mana pun benda tetap boleh . Nk sedapkan hati dia aku ckp kt dia aku pun x sekolah . Tapi sebab yakin , skrg aku dpt kerja yg ok bagi aku (breakdown/outdoor tyreman) . Tu salah satu nasihat . Banyak aku pujuk dia . Naik kan semangat dia . Akhir skali aku cakap kat dia lain kali kalau masih belum kerja dan nak makan . Datang junpa sy dekat sini (port aku standby tunggu call) dan aku hulur rm50 . Itu jumlah last ada dlm poket aku . Dia pun berlalu . Skrg aku pulak xde duit makan . Ape lagi , call boss laa mntak pinjam . Kahkah",3,2020-06-20 21:27,0
