text,label,source
i need mark to go on hot ones…,1,youtube_scraped
good thing i'm from mataysia,2,youtube_scraped
reminds me of the time you ate the devil level ramen at karashibi kikanbo in tokyo 😂😂i think this definitely beats that. great video as always mark!,2,youtube_scraped
i craving for the squid nasi kandar..i can't wait for malaysia holiday,2,youtube_scraped
"""Barcelona face a defensive crisis when they host Granada on Saturday, with Carles Puyol (knee) and Gerard Pique (foot) both sidelined.""",0,tweet_eval
thanks yea for introducing our msian food.. penang food..it's too good too to be resist it.delicious😂. all penang food is good 👍,2,youtube_scraped
welcome back mark!,2,youtube_scraped
i can't believe how expensive the durian is,0,youtube_scraped
can i know where the location of the durian place is,1,youtube_scraped
Jennifer Aniston\u002c Justin Theroux high end shopping; time to decorate the crib: Tuesday\u002c E! Online shared the vid...,1,tweet_eval
"oh mark, it’s okay if you cant finish it, we will still love your content and watching it religiously. don’t push yourself too hard",2,youtube_scraped
what were those spinning things at 14:33?,1,youtube_scraped
how does he stay so thin?,0,youtube_scraped
love the attitude! it's such a great vibe.,2,youtube_scraped
Navi rabbit in for spay on Tues and she\u2019s just had a phantom pregnancy. What timing. This means day of BunWatch and Raspberry Pi. No City :(,0,tweet_eval
"""Next week on #thelivingroom: volcanoes in Vanuatu, luscious lasagne & a seventies style-over! See you at 7.30pm next Friday on @user",1,tweet_eval
you should do tempoyak series 😂,1,youtube_scraped
"such a good show and explanation from ya~wah..ya enjoying ""devil"" fish~ is that fresh? gonna try it out! by train can reach there?",2,youtube_scraped
great to hv u back mark..u forget about n9 the spicies states in malaysia..,2,youtube_scraped
"done ❤, comment and subscribe",2,youtube_scraped
ypu got shares in this hotel? 😂😂,1,youtube_scraped
i would never eat there. fuck no,0,youtube_scraped
man eats food that will give him life or death diarrhea.,1,youtube_scraped
""" you smell the frydness of the chicken""the.. frydness? is that a thing?",1,youtube_scraped
everywhere you went it was the same kind of food smh,0,youtube_scraped
go to pinang,1,youtube_scraped
welcome back to penang mark. i discovered your channel via your video on tajuddin hussain almost a decade ago. good to see you back in georgetown.,2,youtube_scraped
@user @user Besides I don't believe that SCOTUS has the power to overturn state marriage laws per the 10th amendment,0,tweet_eval
that malaysian food looks delicious,2,youtube_scraped
Who is going to the Jason Aldean &amp; Kenny Chesney concert tomorrow?,1,tweet_eval
@user I just want to change the first flight. From Sydney to LAX. There's one at 1140am on the 30th December.,1,tweet_eval
"friendly malaysians speak and understand english, welcoming tourists from all over the world 👏👏",2,youtube_scraped
as a local penangite i would not recommend hameediyah due to its pricing 😭,0,youtube_scraped
i love peanuts😁 kway verynices mee goreng nice thankyou vidoes👍🏻👍🏻👍🏻👍🏻👍🏻🤣,2,youtube_scraped
Aston Villa fear Fabian Delph facing long layoff with shoulder injury: Having been ruled out of Saturday's tri...,0,tweet_eval
"nasi kandar, just take the basic chicken, do not take lamb shank and prawn as it is very expensive. it is a scam to eat all, the workers will usually tell tourist to do",0,youtube_scraped
nasi lamek is no 1,1,youtube_scraped
"looks amazing , but i'd want those eggs cooked more. great video. thanks for sharing",2,youtube_scraped
your hair looks small,0,youtube_scraped
I'll just pretend it's not the ticket selling for The Vamps and 5SOS tomorrow :( #3LOGYINMANILA #5SOSMNL,1,tweet_eval
"every time you do one of these street food videos i am always impressed with the dedication of the chefs, how much attention to detail, how they meticulously perform all the steps needed to create their dishes, how hard they work and the unique recipes. there is a lot of creativity and intelligence in these family food stands. thanks, dancingbacons.",2,youtube_scraped
Rahul Gandhi to lead 21-member party delegation to the President on Nov 19 for demanding a deadline in the probe of Faridkot firing.,1,tweet_eval
@user @user @user Lying bucket of turds. The Clinton Foundation may have taken money from Gates and Monsanto but the,0,tweet_eval
why don't they remove fish scales..8.00.. thats aweful..,0,youtube_scraped
We are in search for Card Section Manager in Muscat\u002c Oman. If interested you may APPLY @,1,tweet_eval
+8 dollars?? its cheaper in skandinavia 😄,1,youtube_scraped
e&o hotel… must feel like crazy rich asiani disagree what they recommend you at nasi kandar,0,youtube_scraped
what a silly bollock..not telling people the truth,0,youtube_scraped
This is even more depressing than the Apple event.,0,tweet_eval
that is nadine kerabu because it’s blue rice,1,youtube_scraped
"my ego is bulging, i as a malaysian, can eat lots of spicy food, not feel the effects the first day, and only die the next",0,youtube_scraped
Thursday night spent feeling sad n listening to Sam smith lol the usual xox,1,tweet_eval
how you eat so much and barely gain weight? food choices amirite?,0,youtube_scraped
i’m so sorry for you as you started with the best food’s location in penang. there is no more expectation especially when you moved to other states in malaysia 😂,0,youtube_scraped
"""Due to cancellation of the Great Yorkshire Show, Harrogate HWRC will now be open tomorrow. For more information visit",0,tweet_eval
"once mark thought it was very spicy in thailand when he ate some dishes with foodranger, but it was nothing compared to this! hope he did not suffer the next day, too! haha well done mark x",2,youtube_scraped
i wish can come to mainland of penang ( bukit mertajam) taste yam rice!!,2,youtube_scraped
"it is called hainanese western food because back then, hainan people who came to malaya would end up working in the kitchens of the british. that’s how they ended up being able to make western food.",1,youtube_scraped
"as usual, our neighbour is jealous 😂.. i wish they can be a little bit mature like thailand. one more thing, our country’s name is malaysia and if you couldn’t see malay foods at ikan bakar din in this video, meaning your heart is blind with jealousy. it’s not our loss, though. keep on envy-ing until you contented 😂😂",0,youtube_scraped
This was not destroyed by followers of Islam - it was destroyed by the unthinking shock and awe doctrine.,0,tweet_eval
tutorial: how to get a heart attack,1,youtube_scraped
sailor jerrys rum omg.. lush in your room//is a cheap rum but its better than some over priced crap.. they know what they want as a market,2,youtube_scraped
"""Two Muslims destroyed an art floor of 6th c. Christian church in Galillee. Since the criminals aren't Jews, MSM will not report it.""",0,tweet_eval
"soo.. how were the ""after effects""? :-) you're brave!",2,youtube_scraped
welcome to my place mark weins..!🤗,2,youtube_scraped
"""it's clear you've put a lot of effort into researching this topic. your passion for food is inspiring.""",2,youtube_scraped
Rolling Stone releases the official GOP debate drinking game: The republicans will take the stage Thursday nig...,1,tweet_eval
Fuck the talent show lets go to the basketball tournament on Friday at Richard bland to support kenston forest,0,tweet_eval
"whoever give u a blue nasi lemak must be high so much, no where in malaysia have blue nasi lemak unless it was for nasi kerabu",0,youtube_scraped
the thumbnail is top good,2,youtube_scraped
most lovey lovebirds i have ever seen❤❤,2,youtube_scraped
They stop filming \u2019The Butler\u2019 tomorrow. AND I STILL HAVEN\u2019T FOUND ALAN RICKMAN!!!!   -explanation- he\u2019s been filming that movie here in La,0,tweet_eval
"@user @user c'mon guys, surely Chupa Chups! My Arsenal mate took the piss every Saturday for that one!! #swfc",1,tweet_eval
"once in, must once out as well.. enjoy ;)",2,youtube_scraped
looks deliscious 🤪,2,youtube_scraped
@user @user @user Maybe because Muslims say Denmark will be 1st European Muslim country. They want the world.,1,tweet_eval
@user And maybe I\u2019m playing Devil\u2019s Advocate\u002c but the same person may have written the Wiki entry as sent out the release.,1,tweet_eval
thanks for trying our food in malaysia i appreciate it alot you got a sub ❤,2,youtube_scraped
mrs bacon i love the expression on your beautiful face when tasting most of the gorgeous foods you try,2,youtube_scraped
you are killing me. i am so hungry now!,0,youtube_scraped
@user I'm optimistic about Son. Looks like a great finisher and to have another goal threat may open up some space for Kane,1,tweet_eval
Why does God not want me to get home tonight? Sat in the parking garage after Foo Fighters for an hour...finally...,0,tweet_eval
if i ever go there i now know to bring disposable spoons and forks. i can not get into eating with my hands but the food looks wonderful! mark is funny and his facial expressions priceless.,2,youtube_scraped
youve always been so emphatically descriptive of everything. everyone that i've shared your videos with love listening to you. i'll keep watching as long as you kerp sharing. stay safe everywhere you trvel to.,2,youtube_scraped
Why is @user so scared of having John Cena winning his 16th title?  It's just stupid!,0,tweet_eval
roti jala mak limah biadp?,1,youtube_scraped
A month later and the library finally calls saying Paper Towns is in but still no sign of 1 of the 50 copies of the 3rd Harry Potter book,0,tweet_eval
that fresh made sambal got me sweating 😅,2,youtube_scraped
talk too much get bored,0,youtube_scraped
i love spicy 🌶️ but after seeing your face and foods you’ve tried! no thanks 🙂‍↔️ i’ll stay away from the spicyness you’ve tried.,0,youtube_scraped
which one's your favourite food? probably not nasi kandar.,1,youtube_scraped
"""Caitlyn Jenner may face manslaughter charges, good get that experiment out of here I'm sick of looking at it""",0,tweet_eval
you should vlog the next morning in the toilet 😂😂,1,youtube_scraped
cam you do dominican food please,1,youtube_scraped
nice vid on the night market,2,youtube_scraped
only 3 country that used thypod injection for all hawkers all cook all workers that work with food..singapore malaysia and thai..love to visit malaysia again..,2,youtube_scraped
mark wiens you are a bloody spice 🌶️🥵legend king 🤴 💪🏼💪🏼💪🏼,2,youtube_scraped
as seen in your videos that you review few indian brands… we are the importers and distributors of one of the indian snack brand in singapore so can you review our products,1,youtube_scraped
this channel always provides education about snacks around the world.,2,youtube_scraped
Arian Foster rips 'Thursday Night Football:' No one likes it,0,tweet_eval
"it's totally fucked up place, the native people have been fully converted into muslims , this is really sad to see",0,youtube_scraped
i am malaysia 🎉,2,youtube_scraped
wow if that stuff slowed mark dow it must be hellish spicy!!,0,youtube_scraped
ohh muachee. i haven’t seen that in ages. hard to find around here these days,0,youtube_scraped
good vid as always mark!i welcome back to malaysia. jemput makan 😀,2,youtube_scraped
why you eat nasi lemak with a fork,0,youtube_scraped
you eat it anyway..😂 lucky you.. if that place is halal i'll try,2,youtube_scraped
mark tryin to warn us 😂looks like spicier than the ramen from japan right?,1,youtube_scraped
23:56mark : how spicy is it ?restaurant owner : yes.,1,youtube_scraped
it\u2019s not too late to join us at LIPA 4:19 come along to our first session tomorrow to try it out. 9.30 am at the Joseph Wright centre in...,1,tweet_eval
Job report to be released on Friday by the Kremlin\u002c aka\u002c Bureau of Labor Statistics. Get your conspiracy theories ready!!!,1,tweet_eval
"i tried his restaurant, i can handle spice quite well, so went all in. believe me, going to the toilet that night was like holding a lighter to my a**.",2,youtube_scraped
"""Tom Brady may have won his fight with the NFL, but he will forever be a fuckin cheat piece of shit in my book.""",0,tweet_eval
Yakub coverage: Outrage over notice to channels: Various journalists' bodies on Saturday expressed shock over the show-cause notice s...,0,tweet_eval
i saw the sting ray and just laughed thinking of you eating the liver.,0,youtube_scraped
its not that spicy btw am asian,0,youtube_scraped
i lived two years eating those bakso noodles! it has everything a body needs and tastes amazing,2,youtube_scraped
"19:05 nice food, nice service, friendly people, malaysia has it all! what a place to be alive",2,youtube_scraped
"""George Osborne has never been Eurosceptic. When I 1st met him in mid 90s, he opposed ruling out joining Euro",0,tweet_eval
3:28 they from indonesia,1,youtube_scraped
"""I had #nochill with my Bad Blood snap chat from Saturday's show, oh well I literally don't care""",1,tweet_eval
cut the nightmare music absolutely irritating while try to understand your words so watching while silent with captions,0,youtube_scraped
"mark, have you been to iceland yet? would love to see what you find out there before i go. ❤",2,youtube_scraped
26:35 for anyone who came for the noodles,1,youtube_scraped
the more excited mark gets the more spicy the food gets xd,2,youtube_scraped
Police deny knowledge of Boko Haram in Enugu: The Enugu State Police Command on Monday said it was not aware o...,0,tweet_eval
how it feels next day mark?,1,youtube_scraped
how many meals do you eaton such a tasting days?,1,youtube_scraped
the editing is top-tier. seriously impressive,2,youtube_scraped
watching these food vendors create their dishes is an art form,2,youtube_scraped
malaysia's malay kampung fried chicken - in kelantan - is the best fried chicken in my opinion :),2,youtube_scraped
Depending on your sensibilities\u002c Unofficially Yours may seem progressive or derivative. Too bad the leads can\u2019t supply the heat it needed.,0,tweet_eval
i'm just waiting for the moment she eats something and finds it disgusting.,0,youtube_scraped
"""This may get LESS attention than Rousey v. Mayweather -- but 2 of 3 sets - lines the same, McEnroe v. Serena....who wins? @user",1,tweet_eval
next time bring micah to complete the family food trip,1,youtube_scraped
looks very similar to food from kerala,1,youtube_scraped
"""Kim Kardashian's maiden family outing with son: Los Angeles, Dec 20 : Reality TV star Kim Kardashian has stepp...",1,tweet_eval
damn! im have a bowl of cold cereal pretending im eating with mark! smh,0,youtube_scraped
"ramadan is a month of mercy, blessings, and brotherhood. yet, it is truly shameful and unacceptable that even in this holy month, a muslim is insulting another muslim just for having iftar! this is not just disappointing—it is utterly disgraceful.bangladeshi workers have left their homes and families to work in malaysia, struggling every day to earn a living. but when they go to a mosque for iftar, they are humiliated and looked down upon! is this the teaching of islam? is this the way of humanity?a mosque is for everyone, and iftar is for everyone. if a muslim denies another muslim the right to break their fast or insults them for it, they have forgotten the true essence of ramadan.let this be clear—respect is a fundamental right of every human being. bangladeshi expatriates are not seeking favors or charity; they demand dignity and fair treatment. such injustice will not be tolerated. those who engage in this disgraceful behavior should be ashamed of themselves!",0,youtube_scraped
omg did anybody else notice the black hair in the nasi lemak at the first stall mark visited?! i’m very surprised that mark didn’t edit this out🤦‍♂️,0,youtube_scraped
Worth noting George Osborne must have known about the drone strike when he made his comments on the Andrew Marr Show on Sunday #DroneGate,0,tweet_eval
Somebody find me a cheap ticket for the Seth Rollins meet and greet Saturday at 3. I'm not paying over $100.,1,tweet_eval
cheers to typhoid!! 😂,2,youtube_scraped
Carnival Tomorrow! Wanted to rest but I don't think I could resist the temptation !,0,tweet_eval
What was the need to @ ZAYN? How thirsty are you bitch?,0,tweet_eval
it's my first time too see mark weins being affected by chilli,0,youtube_scraped
"""If you're not at Tabletop in #OhioCity for Sunday Fun-Day, you may as well be getting punched in the face by John Cena.""",1,tweet_eval
"this is a stupid thing to do, just for clicks and views. you risk losing your taste buds forever. just stupid",0,youtube_scraped
Oracle is the worst thing that ever happened to Sun and Solaris. Full Stop.,0,tweet_eval
nasi lemak made & sold by indonesian is not authentic. normally muslim will not buy because of halal concerns. because most of the owner are non muslims.,0,youtube_scraped
Ex-#Britain PM Tony Blair held several hours of talks with #Turkey's leaders in Ankara on Thursday,1,tweet_eval
((CLOSED)) John Kasich On What It Will Take To Beat Hillary Clinton: Ohio Gov. John Kasich sat down with ABC N...,1,tweet_eval
wow where is this night market in jb?,1,youtube_scraped
7:51 😂i love it and.?,2,youtube_scraped
"lol, what's the point of making separate curries and then mixing them all together at the end?",1,youtube_scraped
haiyaa so weak,0,youtube_scraped
hope u will come to malaysia againn..i wanna meet u bothh,2,youtube_scraped
"mark, i have watched you eat your way around the world for two years now, and you are just as thin as you were twp years ago. how?",0,youtube_scraped
indonesian nasi lemak ?,1,youtube_scraped
"just plain childish, who cares !",0,youtube_scraped
so hot and humid and eating spicy hot foods,0,youtube_scraped
"almost died ye? sick of these trends, what will the titles be in 5 years?? we're fked",0,youtube_scraped
is that a hair on the food at 21:55?,1,youtube_scraped
"""I will be a guest on Anthony Zepeda's radio show, Bridging the Gap,  tomorrow night 9pm est on...",1,tweet_eval
"At least once a week I'll be in my bed watching Netflix and think to myself ""i should go to the tailor tomorrow"" but it never happens",1,tweet_eval
why am i even watching this at midnight.,0,youtube_scraped
the terubok fish is a very forked boney fish but the meat is so tasty with natural oil,2,youtube_scraped
don't mass with muslim girl 😡😡,0,youtube_scraped
"""Tra Carson gets two carries and gets very little, so it's now 3rd and 7 for Murray and the Aggies.""",1,tweet_eval
"29:14 what in the heck is this roti canai, they charged my guy for 18 ringgit. not to mention the random garlic, egg and cheese that was added",0,youtube_scraped
"sonny, u're a very good host.",2,youtube_scraped
"mark! you should do hot ones with sean! would love to see how you handle those death wings at the end, and get to know a little bit more about you along the ride!",2,youtube_scraped
@user @user Our team is the most hated in the league. Did you see Lee and Terry's frustration Tuesday? Welcome to the CELTICS!,0,tweet_eval
he's got digestion system of steel.. regular people will have exploding diarrhea after that,0,youtube_scraped
Monday Inniit Boi Entertainment Eye Candy with the world's famous * Janet Jackson * @ age 50.... Black is...,1,tweet_eval
i'm from penang and no locals eats at these places. they are too touristy and are meant only for tourists. 😂😂,0,youtube_scraped
"hands down, 168 store serves the best claypot chicken rice in all of malaysia🇲🇾👏🏻 no doubt",2,youtube_scraped
i'm too hungry to watch right now!! it looks too good,2,youtube_scraped
ask a sichuan guy to try,1,youtube_scraped
"""funny cause that asshole from the sun said """"niall confirmed the sun story"""" like fuck no HE DID NOT""",0,tweet_eval
i often think about poor mark travelling to his next destination after this. the stomach cramps after so much spice would be intense. love you mark ❤,0,youtube_scraped
@user he may live to rue those words as tony blair is ruing lying to the country,0,tweet_eval
"""RT @user I wanna walk the Brooklyn bridge one day, on a really nice night""",1,tweet_eval
"@user To be totally fair (not that he isn't a shit) this was in January, in response to the Charlie Hebdo attacks""",0,tweet_eval
"""So tomorrow is National Ice Cream Day in America, but not exactly Canada. See, this is why you Americans are so fucking fat.""",1,tweet_eval
anyone else see that fatt hair he ate at 19:15..,1,youtube_scraped
i live in kuala lumpur to in malaysia,1,youtube_scraped
you can try chinese economy rice as well,1,youtube_scraped
"15:58 ""i already have hepititius""",1,youtube_scraped
peneng is my hometown,2,youtube_scraped
im malaysia 😊😊,2,youtube_scraped
"i gotta say it was nice to see some things i would eat lol i completely respect the idea of wasting no part of the animals, there's just a few things i can't do. but i'm always willing to try new things. 😊",2,youtube_scraped
"mark, youre tremblingg as i see youre holding the chopstick 😂 but i salute you mark, truly a spicy lover! i only can tolerate samyang 2x 🤣",2,youtube_scraped
he don't eat the truffle burger room service 😢,0,youtube_scraped
he want to go with you ..😂😂,1,youtube_scraped
i already feel the burn just from watching the video..,0,youtube_scraped
would appreciate if you can provide information on where these food markets are so i can taste these wonderful food dishes as well in kuala lumpur.,2,youtube_scraped
#SummerSlam #TitleforTitle Seth Rollins Suit may be white and gold or is it blue and black. Get it?,1,tweet_eval
the astronaut (toilet) is going up uranus 😂😂,1,youtube_scraped
не забывайте и детей. что готовится для них ? что любят дети ? 👭👬👪☝👍,1,youtube_scraped
"it looks delicious, i'm mouth watering now 😂😂",2,youtube_scraped
John Kasich is such a weener. He's got about as much chance of winning as I do kissing the Pope's ass in Sept. #politics #presidentialrace,0,tweet_eval
"""I'm mainly just waiting on Cameron's on the 8th, Jack G's on the 10th &amp; then Niall's on the 13th""",1,tweet_eval
plss help uss!!🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩bangladesh students r fighting for their justice..the prime minister killing the students by shooting..the facebook what's up every conversation apps are not working in our country.. they did the surver down!!helpp uss helpp!!🚫🚫🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼,0,youtube_scraped
bro really eat nasi lemak with fork☠️🤣,0,youtube_scraped
"lol.. hameediyah milked the wallet there. typical nasi kandar isn't those ingredients. but still good that you enjoyed it. and yes, i would still recommend hameediyah as their food is really good. the murtabak is really good as well.",2,youtube_scraped
"""Might only play Kenny and Jason Aldean tonight djing to prepare for tomorrow. Ya I know I'm a loser for going tomorrow, I didn't buy them..""",0,tweet_eval
did you ever try mee maggi goreng n also kari they are very good,2,youtube_scraped
"if mark says ""almost died"", i will definitely try it!! 😂",2,youtube_scraped
food in malaysia is very delicious!,2,youtube_scraped
love your food hope to go there someday and try your food .,2,youtube_scraped
lol you must have a cast iron stomach. i’m enjoying this.,2,youtube_scraped
"@user definately, I was hoping we'd get a 3rd part with a Ho age Naruto &amp; more Byakugan development.. The last movie sort of did it""",1,tweet_eval
welcome back to malaysia @user wiens…. you are more malaysian than some of us. it’s a pity the ikan bakar was not recommended well for you. the fish terubuk is quite common in sarawak but not in most states in malaysia. with that being said. you and your wife always come up with the best mouthwatering videos. god bless you and your family,2,youtube_scraped
this is the first time i see mark weins actually in agony and he literally turning red,0,youtube_scraped
So if Floyd Mayweather wins against Berto &amp; ultimately ends up retiring undefeated he will be the 13th undefeated fighter in #boxing history,1,tweet_eval
"next time you come to malaysia, check in first you heard??",1,youtube_scraped
"kandar means to carry :) love to see you eating with your hands so perfectly!! and yes as a northerner- we could nasi kandar daily lols!! you cleared that rice so well!! the laksa you had is laksa kedah or northern malaysia malay laksa (which i love too)! penang assam laksa is usually made by chinese vendors and is non-halal, it has very dark broth, more sweet and with a much stronger fishy smell. roti jala is a crepe and a very northern malaysian food from the jawi people!",2,youtube_scraped
so proud of you for finishing that bowl of noodles. great job!,2,youtube_scraped
"hey mark, when will you come to canada",1,youtube_scraped
kin kin doesn't serve beef but pork mince. daun pucuk manis actually translates to sweet leaf or star gooseberry,1,youtube_scraped
the guy who bought you fried carrot cake was so sweet!,2,youtube_scraped
mark please don’t eat with your hand,0,youtube_scraped
I'm supposed to see Frank Ocean tomorrow. Then he pulled another houdini and won't be going to FYF.,0,tweet_eval
the 13th is niall's birthday and the day rowyso ends better start preparing my funeral,0,tweet_eval
There\u2019s fluidity to the #Clippers offense even when the second team & Lamar Odom (3rd team) enter the game.  46-36 4:22 before the half #NBA,1,tweet_eval
street food level: malaysia 🔥 flavor explosion in every frame!,2,youtube_scraped
we are excited and looking forward for you to introduce phed mark in malaysia. it's absolutely the best phakrapao!,2,youtube_scraped
it really so sad that mark don't show you a young tau fu. that also malaysia best food.,0,youtube_scraped
how the hell is this guy still look skinny when his job is only eating. and i mean by a lot. i'm here gaining a kilo by having breakfast only,0,youtube_scraped
pls come too pinang,0,youtube_scraped
@user yea with the band to march in the st Patrick's day parade but we were on a set schedule so I didn't get to do alot,1,tweet_eval
"Following the much publicized outbreak of measles that started in Disneyland in California in December, vaccine exemptions have drawn",0,tweet_eval
"penang ckt 1st choice, prawn or shrimp soup noodles, nasi kandar, asam laksa, durian and others.",1,youtube_scraped
mark do you get heartburn? 🙂,1,youtube_scraped
go to kelantan again bro,1,youtube_scraped
4th floor Cypress you don\u2019t half see some funny looking dress sense #Spanish,0,tweet_eval
that's got to hurt his gut!!,0,youtube_scraped
bro if you said its spicy then there is no chance for us🤣😂,0,youtube_scraped
that sambal is supposed to be eaten with the vegetables. the ikan bakar is eaten with that chopped onions thick soy sauce plus the lime juice,1,youtube_scraped
rm17 for a plate of char keuy teow? and i thought rm7 or 8 is consider expensive here in selangor,1,youtube_scraped
"""Quoting Tony Blair """"All the hallmarks of Al Qaeda."""" What, u know this within 2 hrs or less than 1st attack? Wtf?...",0,tweet_eval
hi carrie and nick when i feel scared i watch your videos i love when carrie gets mad ❤❤,2,youtube_scraped
wow!! welcome to malaysia!,2,youtube_scraped
"""David Wright went 0-for-4 with an RBI Saturday for Class A Advanced St. Lucie, in what Mets officials have...",1,tweet_eval
Donald Trump is speaking here tomorrow so a bunch of GW students are going to protest and I'm totally going who has sign/rhyme ideas,0,tweet_eval
never seen a guy capable as mark eating such hot spicy food and actually dealing with it😋😋,2,youtube_scraped
"love the video, keep em coming !!also..boston and maine lobster honestly have no difference, it's the same species. generally, maine waters can get a bit colder and some say that there is a very slight difference in taste, but i've been all over new england and i'm from boston. it's literally the same.",2,youtube_scraped
"nyonya cuisine is essentially a blend of chinese and malay culinary traditions, dating back to the 1400s during the malacca empire.",1,youtube_scraped
the qui tiaw is also my favorite,2,youtube_scraped
omg did that 1st guy just dip that piece of stingray in water with dishes in it that's nasty ..,0,youtube_scraped
welcome to penang 😍🫶🏻❤,2,youtube_scraped
the amount of secondhand burn the next day is 😅🤯,0,youtube_scraped
would it be rude to not use one's fingers to eat these saucy dishes? looks delicious but i don't know about food under my fingernails!,0,youtube_scraped
"hlo sunny sir come to beautiful nepal for local,cultural food🇳🇵💐🥰",2,youtube_scraped
love your sense of humor 😀,2,youtube_scraped
"eating sweets or granulated sugar can help reduce the spicy taste in your mouth. this is because sugar can absorb the spicy oil (capsaicin) that causes the spicy taste, thus reducing the burning sensation in your mouth.",1,youtube_scraped
"for the pan mee, it's *minced pork, and *mani cai or sweet leaves(cangkuk manis) soup. they're not sweet potato leaves.edit: just finished the video. wondering how was mark's toilet trip that night 😂😂",1,youtube_scraped
hi!!im jo ee (ur biggest fan)im from malaysia i suggest u that u guyz have to drink milo,2,youtube_scraped
i’ve always wanted to go to china and india but now i’m thinking maybe i should just go to malaysia and experiences both 🤣 it also does look very beautiful!,2,youtube_scraped
"I miss when Sarah Palin was a bigger deal, she was so easy to make fun of. Saturday night live got so fucking lucky with her.",0,tweet_eval
"Friday roast - Google spins Google+, gives masterclass in bad blogging - I had some fun with this one :#goners :)",1,tweet_eval
normal or std roti canai for first timer..eat roti canai kosong with dal or fish curry ..just dip the roti canai into the sauce..that mamak try to make a lot of profit by selling u chicken amd eggs..after you try the ordinary roti canai then only u try other type of roti canai..u can try roti sarang burung..a roti canai with 2 eggs..if u like beef ..u can try roti canai sarang burung with beef ..if u like sweet..try roti tisu(tissue)..have a nice holiday..,1,youtube_scraped
wtf is the tattoo on sonny's forearm? anyone know?,1,youtube_scraped
mark is a wonderful introducer to the marvels of new kinds of food. he has the knack of making you feel like you are actually there with him. the food looks so tasty and it makes you want to be there with him. keep up the great shows mark.,2,youtube_scraped
in warsaw we got pizza with 20 million shu of spicy,1,youtube_scraped
"rice again? 1 video,1 hour, eating no rice! i dare you!",0,youtube_scraped
malaysia is great. proud,2,youtube_scraped
"PLANNED PARENTHOOD is the focus of something others like say maybe church based hospitals may be doing , the market did not birth with them",0,tweet_eval
"i've seen this man eat stuff that would quite literally kill me and go ""it's not that spicy"" can't imagine what he went through in this episode.",0,youtube_scraped
@user Ha! I also have it on good authority that Chuck Norris loved your sessions. See you in November my friend!,1,tweet_eval
13:28 that is soup noodles mix with that soup lol😂😂,1,youtube_scraped
adam richman would destroy this m fer,0,youtube_scraped
"""Drudge Update: Crisis adds to anxiety about Islam... - Crisis adds to anxiety about Islam... (Third column, 4th st...",0,tweet_eval
"if i ate like you in that grill fish place, i wont be able to walk the next day",0,youtube_scraped
mrs. bacon is so cute her voice is cute too 🥰😍,2,youtube_scraped
i think not the fried carrot cake me but fried taro cake,1,youtube_scraped
what happens to all that wasted food you leave on the tables?? you need to take it and give it to the starving homeless!!,0,youtube_scraped
"i so appreciate that you disclosed the multi-day filming! i love to eat, but am often stressed out by the volume of food when i'm trying to make the most of a day of eating in a new place. i love hearing you also navigate similar issues",2,youtube_scraped
i have to applause 😂😂 amazing !! 👏🏽👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼,2,youtube_scraped
Bernie Sanders is about to torpedo any chance Hillary might have of winning the White House going 3rd party. lmao,0,tweet_eval
"Galaxy Note 5 coming tomorrow: UK release date, price, specs rumours: When is the new Note 5 coming out? Today...",1,tweet_eval
how many portions of this dish to they sell in a day?,1,youtube_scraped
jeef & james from denver colorado.. 10 years ago are u still remember eating this hot fresh ikan bakar..,1,youtube_scraped
i'm malaysian person and i want to say thank you so much to go malaysian for to try the most popular dish in malaysian thank you so much nick and carrie💕💕,2,youtube_scraped
Another Saturday at the office! Leaving soon though    it\u2019s cold in here! (@ Kinder Morgan (Former El Paso Corp.)),1,tweet_eval
i have seen mark only once in the same situation when he ate devil level ramen in japan,1,youtube_scraped
so the new season of jersey shore started tonight...8.30pm to 9.30pm on mtv....i remembered at 9.35....damn!.,0,tweet_eval
"""I think Nicki made an ass out of herself last night. 1st you call the VMA's racist, 2nd then you perform and accept an award at the VMA's""",0,tweet_eval
there's a scene in SOC that has Ice Cube writing the script for Friday which the director of SOC also directed. The meta is too real.,1,tweet_eval
i'm actually a malaysian,1,youtube_scraped
I just cried at the Amazon Prime advert with the boy in the Superman outfit. Wild Friday night,1,tweet_eval
sonny is getting close to the speed limit. for me it's too fast!,0,youtube_scraped
@user I miss you and Bentley! Are yal coming up Saturday?!,1,tweet_eval
visit jordan please ❤,2,youtube_scraped
the green snaky thing is cendol,1,youtube_scraped
superb mark all credit,2,youtube_scraped
"i don't see a point in this spice level, unless you're trying to expel sickness or demons from your body.,",0,youtube_scraped
"there was no carrot, and no cake, in that fried carrot cake. shame.",0,youtube_scraped
There is a rumor going around that Madonna's new single will be released tomorrow. Don't believe in this lie!,1,tweet_eval
"yay, malaysia my home country!! loving your positive vibes as usual, and that joy you share around the world!",2,youtube_scraped
"even as malaysian.. the penang asam laksa wasnt to my liking either.,. that satay was so big,, it's like 2 portion per stick.. 😂😂",0,youtube_scraped
