text,label
welcome to malaysia blondie! hope your stomach did not have any issues with all the yummy food!,2
your pronunciation of lap cheong is so on point i love it,2
i have to say of the things i missed from malaysia after migrated to aust for 20 + yrs it is the chicken wings. there are so many malaysian restaurants in aust serving almost everything but none of them have the chicken wings,0
welcome to you 🙋🏻‍♂️🙋🏻‍♂️🙋🏻‍♂️,2
"wah lau, amy’s in malaysia and she’s hit the ground in penang full of delicious street food. roti canai, teh tarik, chicken rice, cendoll, ckt’ nasi kandar got scam with prawn, squid and lamb, foreigner tax. that was a sweet moment with hubby all smiles and tooheys😊",2
how did i just know you were in malaysia??,1
"just before the 20 minute mark, i noticed that you have mastered the ""asian squat."" 😊",2
penang is a good place to start in malaysia for your foodie adventure,2
"blondie, welcome to malaysia 🎉.",2
"very cool, have fun!",2
doggo wanted a bite of all the good food you've had in your life 🤣,2
"nyonya cuisine is essentially a blend of chinese and malay culinary traditions, dating back to the 1400s during the malacca empire.",1
13 ringgit for roti canai is expensive girl,0
"there are generally 2 style of cendol in malaysia. one is more decadent one more commomly found in melaka, the other is the more watery one from penang.",1
"19:54 the legendary asian squat! effortlessly by amy, without realising she executed the perfect one! bravo!",2
i believe that white coffee is 3 in 1. the lump at the bottom of the cup looks like undissolved 3 in 1 coffee powder.,1
"omg omg omg! i’ve been watching your videos for so long. can’t believe you actually came to my hometown, penang!",2
"nasi kandar is a scam, shouldn't ask for recommended food 🤣🤣",0
"samosas are not supposed to have meat in them, but the hong kong version of the samosas are filled with miced curry beef. yum.",1
"when you said ""this is not my third meal of the first day, but the first meal of my third day"". i imagine this is the same as how they film adult movies also.",1
"finally in malaysia tasting the real stuff.6 meals a day : breakfast, elevensies, lunch, tea time, dinner, then supper at a mamak. sounds about right. just so you know diabetes is an endemic in malaysia, i’d watch the sugar intake.also food in malaysia is very localised, ie . different places are known for different dishes, or variations of the same dishes. penang is a good place to start. for a path less trodden you need to go to the south part of malaysia for hakka 雷茶.also ppl seldom spend rm13 for breakfast, and that nasi kandar restaurant overfilled your plate so that they can charge you rm130.🫤 had it happened to a local there will be punches thrown.you got the hainanse chicken story backwards. ppl from hainan came to malaysia to work and brought their food culture with them. ditto for all the other food from china and india.",2
everybody knows not to choose seafood at nasi kandar place. daylight robbery for sure.,0
"welcome to my hometown with yummy foods. i have lived in perth for over 40 years since i was little. please visit perth one day. omg, i didn't even know there was a food museum in penang. thanks for sharing. i will definitely visit it next time when i'm back there again. 👍",2
120 myr for that kandar? will stay away from that.,0
"i feel you should have reached out to malaysian followers to bring you around for the local food and to explain. you sorta got scammed in some places. you also didn’t try the dishes how locals would for eg the roti canai, malaysians usually would not have that.",0
"all i can say amy, is that you are very brave to wear a white shirt eating all those curries 😂",2
im in penang and hope you get to try the original roti or even roti tisu! my fav drink at any kopitiam is horkarsai which is coffee with milo and its amazing ☕,2
"commenting again because i just finished watching. yess char koey teow is a must-have in hawker centre (and there's many variants of it by different cultures and states too! malaysian-ran hawker centre often have soupy char koey teow, for an example)if there's a street food i'd love to see you try, check out any random burger stalls you see in the streets! those are a classic and many msian agree they're better than mcd lol. and this drink called milo ais!appreciate you're exploring all these local food of different cultures, its one of the reasons malaysian foods are a rabbit hole to explore xd",2
welcome to my home country woohoo 🎉🎉,2
so happy to see amy visits malaysiaa!!,2
i was in penang last week. enjoyed a lot of dimsum but would have visited that museum had i known bout it!,2
they ripped her blind for nasi kandar..shame on the food vendor,0
hey you're trying the chinese version of cendol. come to ipoh. ours are mostly indian run n it tastes different from penang,1
"instead of teh tarik order cham and try.😃 or if you prefer with ice.. cham ping.white coffee"" is called that due to a specific, low-temperature roasting process that results in a light-colored, beige or off-white bean, not because of added milk or a naturally white bean. this method, originating in ipoh, malaysia, creates a milder, nuttier flavor compared to darker roasts. the term itself is a literal translation from its chinese name, referring to the lighter shade of the roasted beans",1
welcome to melaysia❤❤,2
try not to get a food coma: extreme difficulty 😂,0
"chendol green colour is from pandan juice. the brown sugar is coconut palm sugar, so it has the toasted coconut flavour profile. the weather in malaysia is just ridiculously warm, so the ice just melts too fast 😂",1
that brings back a memory when i was a child of my grandmother drinking tea with condensed milk.,1
"100rm for a plate of rice, somebody definitely got scammed.",0
"waa welcome to malaysia! hope you enjoy your stay!happy to see you enjoyed the roti canai and nasi kandar, but they do make you buy the expensive ones 😭roti canai is better when it’s plain because you can taste both the crunchy and chewy texture without them getting soggy! other varieties is great too if you wanna feel fuller, get the roti telur/roti tampal (egg roti) there also more varieties depending on your liking!as for the cendol, you do got it right the first time! some stall prefer thicker coconut milk with more ice ratio and enjoy them like shaved ice, and some make it more watery and enjoy them as beverages. i personally prefer to add creamy corn and peanuts because they add a lot to the flavour!we’re proud of our nasi lemak and bak kut teh here too! curious if you tried that while visiting😆can’t wait for the next video❤❤",2
try the wild boar satay at new lane kopitiam,1
good video mate,2
"the chicken used in china especially guanzhou or hainan are older chicken, as it’s got stronger chicken flavour but tougher meat. singapore uses youngest chicken and malaysia mainly is in between because it’s a balance of tenderness and chicken flavour.",1
"i think you got scammed at the nasi kandar place.. locals usually dont get those delacacies, and even if they do, they only get at most 1 of those seafood dishes plus veggies and chicken etc.",0
normal or std roti canai for first timer..eat roti canai kosong with dal or fish curry ..just dip the roti canai into the sauce..that mamak try to make a lot of profit by selling u chicken amd eggs..after you try the ordinary roti canai then only u try other type of roti canai..u can try roti sarang burung..a roti canai with 2 eggs..if u like beef ..u can try roti canai sarang burung with beef ..if u like sweet..try roti tisu(tissue)..have a nice holiday..,1
"you’ve got the origins of chicken rice a bit mixed up. it was the hainanese migrants who brought the dish from hainan to singapore, malaysia, and other places. they arrived later than other chinese groups, such as those from quanzhou, chaoshan, and other coastal areas. by the time the hainanese came, the coolie trade was already saturated, and opportunities in commerce—like the tea and chinese goods trade—were limited. as a result, many of them found work as cooks for the british colonial households. this eventually led them to venture into the food and beverage industry.their entry into this space gave rise to several uniquely hainanese culinary creations that are distinct to singapore and malaysia. among them was their localized version of wenchang chicken, adapted using local poultry and ingredients. naturally, the dish evolved differently in various regions due to the availability of ingredients and local preferences.",1
ho ho ho! welcome to penang! 💃💃,2
"penang do has a lot delicacy to offer with reasonable price, i enjoyed my last trip their very much",2
"come to sarawak and you can have laksa sarawak, kolo mee, ayam pansuh and many more delicacies",2
we just have so much food lol! it's our religion. also a pain in the ass when you move to a bland ol country like ireland where there's no food culture **cries in curry,0
i love how well you describe the food you're having. it really takes me to a meal with you.,2
"you have to try the sprouts chicken and dim sum in ipoh, perak, malaysia. 👌🏼",1
"malaysia is my home, i moved to philippines due to covid and now i really miss eating malaysian food. i thank you for visiting malaysia, i enjoy your china vlog now malaysia omg <3",2
the green snaky thing is cendol,1
22:12 😂😂 这么小的狗狗,1
"amy, you gonna get hate mails from 3 bn women current on diet, and half the blokes",0
malaysia has a superb food offering with mix of so many good and delicious cuisines. i have happy memories of visiting there quite a few times. you have shown this variety so well in this video in which every dish is a delicacy on its own. another great one by you and nice to see derek as well in the video. 😊👍😊,2
the asian squat @user:50. eating like a real pro!,2
she went to malaysia for food but did not even try malay food…,0
welcome to george town! my home city!,2
"ahh welcome my dear 🫶🏻 penang is indeed a food heaven. last time i spent 3 days (food and other stuff) yet i still have a lot more to cover. yes, i’m malaysian but there’s just soo many things to eat in penang.i hope you had a blast for the remaining videos to come.",2
"came here to check if there's any comments saying you got ripped off by the nasi kandar place, even with those expensive dishes, it should not cost rm120",0
"so grateful for the transparency about the how many meals you ate in a day. i always marvel at your appetite, and am bitterly jealous of you and sad for me that i would never eat like that because of body image and weight issues. somehow knowing that you ate all that food over several days sounds much more reasonable (and makes me less sad for myself!)",2
"welcome to penang. though i am from penang, i like singapore chicken rice hands down. the tofu mentioned in the fried guo tiow is fish cake. hameediyah has now upscaled the food for tourist pockets.",2
"omg, malaysia is my favourite place to eat, especially penang. in 2015 i went there and tried all the places that anthony bourdaine went to. i went again in 2023 but went to ipoh which is meant to be great food but it seemed harder to find than in penang or kl.",2
"welcome to malaysia, amy! 🎉",2
welcome to malaysia! there's so much more for you to experience on your next trip round (if you ever do pop by) borneo (sarawak and sabah) has a whole host of different foods than what you would have tried in peninsular malaysia.looking forward to your upcoming videos!,2
i saw that tsunami and instantly i had to go to the toilet. 😰,0
ps the duck lady in petaling street in kl is well worth finding!,2
"you are right! the chicken rice’s chicken texture in singapore is so soft, malaysian chicken rice chicken has more bite to it. you should make a trip to ipoh and melaka one day. ipoh imo has the best chicken rice, while melaka has the chicken rice balls (rice made into a ball)",2
🎉yay you are finally in malaysia!,2
amy have you been to taiwan?,1
great video! especially since it gives a taste of a place i will never be able to visit. i live vicariously through your channel. thank you ❤,2
"plan to go there this year, great video for us!",2
19:46 amy you have mastered the ancient art of asian squat.,1
"welcome to malaysia actually kuching also is a food capital of east malaysia,do come next time",2
when are you coming to vietnam?? seems like the logical next destination considering the sea countries you’ve been to already this year 😁,2
"the nasi kandar is clearly ripping you off for the expensive menu, but glad you like it",0
17:23 respect to you. a lot of creators would just wear the same clothes and never admit it’s been split out over several days.,0
i’ve always wanted to go to china and india but now i’m thinking maybe i should just go to malaysia and experiences both 🤣 it also does look very beautiful!,2
艾米去了马来西亚。还没来泰国？ 有多华侨菜 和小吃比如潮州，海南 和 客家。泰国特色菜 比如 木瓜酸辣萨拉。😋😄🥰😊,1
welcome to malaysia! i hope you enjoy our malaysian hospitality and our beloved food,2
such a great video amy! the food all looks incredible! and i loved your little dance pause while we got snacks. luckily i already had mine so i could just appreciate the dance. 😂,2
ahh cant wait for the other 2 malaysia videos. kuala lumpur specially!!,2
thank you for actually eating and not taking a bite and throwing whole meals out ❤️❤️❤️,2
i appreciate your honesty about not eating everything in one day. your realness is one of your many endearing qualities ✌️🇨🇦😊,2
omg you’re in malaysia!! welcome to malaysia and enjoy the best food here,2
thrilled you made it to my home country!,2
ts healed my soul,2
"what you did at the end with the chicken rice, i do too, but i order a side of bean sprouts and throw that into the mix 😊",1
nice. nyonya and malbari(mamak) foods ❤,2
why you wear double shirt in malaysia? 😂😂. you gonna bake yourself. 😂😂,0
"hey blondie, the 'cendol‘ -green color stuff is made from绿豆粉, which when grown it becomes your dad's favorites -芽菜！how wonderful thing in this world can be~ 😁🤗",2
"you really did a good job in researching food and the place to eat in penang, kudos to your work. i hope your trip to penang is a good one",2
"gday from melbourne great to see you are at the e&o, one of my favourite hotels in the world!china house is a great spot for a slow coffee stop and halab penang (chulla st) has amazing middle eastern food!",2
"malaysian here, the foods you tried basically what like the local eat except for that nasi kandar.that nasi kandar is wayy overkill and touristyy.local eat rice, vege, a portion of protein and curry gravy. thats all.",0
welcome to my county,2
"i love nasi kandar and have tried hameediyah before, but no locals would pay rm120 for a single plate of nasi kandar. they definitely saw that you're a tourist/foreigner and loaded you all the expensive stuff, which is crazy bc you can pretty much get most malaysian food for a steal in your currency 😅 but thank you so much for visiting my birth state, you did your homework well and i fully agree that it offers some of the best food in the country >:) would love to see more of your malaysia adventures!",2
you are finally here! i hope you loved your trip,2
if that footage of your 'dog attack' isn't an excellent plug for the insta360 i don't know what is. that was brilliant! i laughed so hard.,2
omgg hi from msia! ❤,2
nasi kandar it basically a tali in india,1
welcome to malaysia❤😅,2
pause the video planning to go there half video can’t wait to taste those amazing food,2
"personals i love malay and thai version of chicken rice better than sg, it’s spicier and more savory",2
hainan food is more like hainanese migrated to malaysia long time back. my maternal grandma is hainanese came to malaysia from hainan.,1
selamat datang ke malaysia ❤,2
for nyonya food the full experience would be to experience both melacca and penang peranakan food. both are different. as a 11th generation peranakan you can contact me for details ;),1
"welcome to malaysia, blondie.❤",2
"the brown sugar you’re tasting in the puthu and chendol is gula melaka, a kind of palm sugar popular in se asia.i like the creativity in your newer videos with the added inclusion of a snack grab, facetime with hubby and honest reveal about number of meals truly in a given day. it shows how much thought you are putting in your videos. good job!! always fun.",2
"there is an indonesian cendol as well, and probably similar dish in vietnam as well. you mentioned you thought it was going to be coconutty, the brown sugar used in the cendol was actually coconut brown sugar.",1
"welcome to malaysia, the truly asia.if you have more time to spare, do visit the historical town,taiping which is 30 minutes away from penang, we do have lots of good food.😄",2
"on the cendol, i suggest the one at presgrave st (lebuh presgrave) . at the popular 88 hokkien mee outlet. less watery. opens after 4pm though. closed on thursday (or is it wednesday? 🤔)",1
"the royal australian airforce base was in butterworth, georgetown, penang. they had a duty-free shop and snows club in penang island where we used to drink 25 cent beers. this phrase, ""f..k spider"" was very popular then. it's been a long time since i've heard it, more amazing coming from a young aussie girl!",2
"selamat datang & enjoy! your mandarin chinese is super good, better than mine 😁😁",2
blondiee did you get to try kolo mi,1
"blondie .. do keep these three upcoming dates in your calendar. it will be months of shopping, celebration, culture and delicious foods .. (1) christmas 25/12 (2) chinese new year & starting of ramadhan -17 feb . besides chinese new year celebration , we have ramadhan food bazaar in the afternoon, you may also join the crowd to break fast with the locals at merdeka square, putra jaya or at mosques for the whole one month. come and experience it (3) eid fitri 20 march. one whole month of another food from family and friends gathering. you will find all kind of malay foods. some you will not find in any other month eg lemang, ketupat and rendang. these 3 months will also be month of shopping for many. so bring along your dad. malaysia will give you 3 months visa to enjoy them all.",1
food in penang is very cheap,0
"welcome to penang, amy! hope you get a chance to go mainland, there's a good chicken rice served with asam laksa soup called 万全鸡饭 at chai leng park. it's my favorite and must-have everytime i go back to penang.",2
do visit ipoh next time you're in malaysia! ipoh have equally good food too. that's where white coffee originated from btw. 😊,2
1.3 billion people? are you living in the year 200?,1
"so theres malay- india food, malay chinese food in malaysia. is there chinese india food in malaysia?",1
"the streetfood chicken samosa, chicken wings at the end, and the nasi kandar looked amazing 😊! glad you're safe from the puppy 😂",2
thanks for sharing!,2
"i highly highly recommend connecting with local foodies. as mentioned by junshoo, you were taken for a ride with the penang nasi kandar. penang is definitely a foodie's heaven. sabah and sarawak are also great places to visit, btw. i grew up in sabah, so i'm biased ;)",2
21:55 omg that must have been terrifying!!😭 lmao girl you just had a malaysian universal experience for me. the amount of times me and my friends got chased by a dog that came out of nowhere is a lot!!🤣🤣😭,0
"girl, bring daddy! i think he would enjoy malaysian food adventures a lot!malaysian here btw. so happy to see you visit us! enjoy!",2
"blondie take your time leisurely & don't rush your great food adventure in my - the world's food paradise!!the idea is eating multiple smaller meals so you can enjoy more variety of dishes, live to eat & bon appetite my 🇲🇾 🤩",2
"yes, have your mum & dad & derk to experience the amazing food experience in penang!😊",2
finally! took you long enough to get here 😂,2
glad you are enjoying your time in malaysia. the food looks delicious. i would be overwhelmed. it is so much good food to eat! i'm glad you are ok and the dog didn't catch up with you. people don't realize how terrifying that can be in the moment. stay safe. 😊❤,2
"this quality is superb! do you have a new camera? amazing color grade, amy!",2
"nasi kandar, just take the basic chicken, do not take lamb shank and prawn as it is very expensive. it is a scam to eat all, the workers will usually tell tourist to do",0
"getting the lamb shank, tiger prawn and squid together is big money moves lol. we typically just go for chicken or beef for everyday dining but sometimes will get those pricier proteins on special occasions.",2
"hi amy, did you notice that the bean sprouts in malaysia are rather short and fat. i love those type of bean sprouts as its crunchier and juicier. maybe you should bring your parents yo try it in the future.",2
"amy, the things you do for your content (and your subscribers)…staying in the same outfit in order to give the video the feel of continuity.😂 (but so sorry for the close call with the doggie.) and the chicken wings look so delish.",2
how you eat so much and barely gain weight? food choices amirite?,0
derk’s channel is great!,2
"7:00: if you speak english, mandarin, and spanish, you've got it pretty much covered for travelling. thanks for the nice videos!",2
welcome to malaysia.,2
i wanna see the dog chase?? 😂,1
the blending of cultures is amazing.,2
"a big and warm welcome to malaysia, amy! watching your video makes me feeling hungry. enjoy your stay and looking forward to vlogs of in depth malaysian food adventure, cheers!",2
thank you madam,2
"trust me even between malay and chinese chicken rice in malaysia, they taste very delightfully distinctive",2
"in the case of malaysia, people didn't go to china, work there and brought home variation of food from china. chinese immigrants came to malaya and brought their food to malaya.",1
10:16 oh man that's really salty and spicy 咸到脱发了哟。😅,0
"excellent!! 3 weeks at christmas in malaysia, including the 5th time for us in penang. it rocks!!",2
"as your longtime viewer from singapore, hearing you order in mandarin with a mainland chinese accent to southeast asian chinese who have a very different accent(like malaysia and singapore) is just so hilariously amusing.",2
i miss the food and the great people there. i haven't been there for so long and is making plans to visit again in the next few years.,0
hi amy love you channel and have been subscribed for many years. i love malaysian food. i will travel to beijing next week and was wondering if you have ever had food poisoning poisoning from street food. by the way i have also been learning mandarin for many years and yours is outstanding cheers chris from melbourne australia 😊,2
mamak - is indian muslim not indian-malay,1
funny how u say tofu as tofu_oo,1
"12:58cendol, my fav dessert, but this stall is not the place i will go to for a bowl of cendol..not as good as it used to be, the current version had been watered down a lot, too diluted to have any santan or palm sugar tasteprefer melaka, jonker street version of cendol now..",0
"loved the incredible energy as always, amy! i hope this is a stepping step to a week in thailand with mark followed by him visiting you in china for a week. that is a collab i’m sure every single foodie and fan on the planet will tune in to watch.",2
*pulled teatarik means pull,1
south east asian food is the best,2
welcome to penang. have a good and safe trip,2
hi blondie.😊 i am glad you enjoying all the good food in penang and welcome to malaysia! enjoy😉,2
someday you can come to thailand trip to have nice thai food there and the thai chinese people most of them are chaozhou fr9m chaoshan area from china to thailand that's chinese thai came from.,2
cheers from edmonton alberta canada.,1
you are killing me. i am so hungry now!,0
there are no gradations of uniqueness. something is unique or it is not.,1
"been watching your channel for years . finally, you come to my hometown. welcome to penang",2
it is gonna take you weeks to sample just some of the best foods in malaysia but it will take you a bit linger to get your bloodwork back to decent levels after doing all that food binge. also i would never go nasi kandar even as a malaysian just because they have no qualms ripping people off. aint worth the money no matter who tries to convince me otherwise.,0
"also, thank god you film over multiple days. i always feel terrible for youtubers making food videos and visiting multiple places in a single day and absolutely stuffing themselves. even with lots of walking its hard to burn off that many calories and just isn't a super healthy relationship with food. i really wish otr, for instance, would spread out filming over multiple days because he always is already stuffed by the time he gets to the last restaurants of a video. i don't even know why youtubers would want to present things like they did it all in a day or something, even though it feels like they do whether they actually do or not.",0
"classic hameediyah, ripping tourists off since 1900 🤣",0
you are a machine.,1
"welcome to malaysia, blondie!! hope you enjoyed the trip here 🎉😍🤗",2
"hi amy, thanks for introducing malaysia! a fun fact: do you know that most of the roasted chicken in chicken rice are not actually roasted but fried. for cendol, i highly recommend you try the cendol from melacca, they use the gula melaka (palm sugar) as a syrup. melacca is also a very historical place full of tasty food which worth you a visit. please try indian rojak too when you visit malacca.for kl, i highly recommend you try the kl hokkien noodle (black one) - kim lian kee; dry chili pan mee - mui yee pan mee; nasi lemak - village park; bak kut teh (pork bone soup) at klangi am drooling.. anyways, welcome to malaysia!",2
15:00 oh no..! amy kena the nasi kandar scam,0
"""i'm not here to fuck spiders"" has to be the most australian turn of phrase i have ever heard",0
love the 5 second break!,2
wearing white shirt while eating in malaysia is a bad idea.you gonna get gravy stain on your shirt easilypersonal experience as a malaysian 😂,0
i can't believe amy is not hosted in malaysia. i'm sure amy has a sizable fanbase in malaysia. unfortunately i live in a food desert city so i don't dare to offer to show amy to the food here..,0
you absolute clown !! your videos are as boring as you are!!,0
"alright amy you know we all want it, the raw footage of the dog chase.",1
"if i am a robber in malaysia, i will be targeting people who order the food like you at hammediyah. tell me you're rich without telling me you're rich 😂",0
welcome to msia 🎉,2
wow that's some food tour! thank you for all the informations. i've also never been to malaysia before so these will be really helpful!,2
been to penang afew times the food is overpriced and tasted just ok if ypou see any foreigner eating dont eat there 100% over priced for tourist. some of the food is bland.,0
"welcome to malaysia!you should come to kuching, it's the only city in malaysia with unesco's city of gastronomy. a must try is our sarawak laksa, which the late anthony bourdain claimed that its ""the breakfast of the gods"". hit me up if you do come.",2
"hainanese chicken rice is invented by hainanese people in singapore. it is not from hainan. hainan only has wenchang chicken, without the rice",1
"girl you got scammed for the nasi kandar, usually no one would order lamb shank or prawn for nasi kandar because those are the most expensive dishes. 120rm for a single person nasi kandar is so expensive",0
interesting to hear you say 鑊氣 the canto way,2
everything looks so heavenly delicious. 👍❤️❤️❤️❤️❤️,2
"amy, first off i appreciate how respectful you are always to the cultures of places you’re visiting, evidently so through the researches you do. but oh boy this video makes me soo homesick and miss the flavours of malaysia! being so far away from home has definitely made me much more appreciative of the food culture we have in malaysia. ❤ well done",2
so happy that you finally visited malaysia! hope your stay so far had been very enjoyable!,2
i think you should have tried a plain roti canai with dhall curry instead of the roti canai tsunami which is not typical of what all malaysians eat regularly,0
"hello hello amy, i tried to find the best beef rendang while there in may last year, auntie gaik lean’s isn’t bad its about a 10 min walk down the road from the e&o:) they excel at everything and they really broke me with their amazing chicken kapitan!! great lovely people as well:) wow what an amazing place malaysia is:) we are sitting here at home very excited for you and cant wait to go back:) thanks for your channel:)",2
"@user: 10:00 love the shots of the food, wondering if you could please keep the food still instead of wiggling it when you show it to the camera. hard to get a good look at it.",2
"for chicken rice, you should take a 1.5 hour train to ipoh and have the bean spouts chicken",1
9:44: @user: please allow the extra few seconds for your camera to focus. no need to rush.,1
"sh*t, i am not doing great right now. i've spent a couple of months all over malaysia this summer..and what an incredible country it is! thank you amy for bringing good memories back and making me heavily salivate. 😅if you are still in malaysia, the north west also has a very unique cuisine (around alor setar or as the locals call it alor star), it's very chill and quite a bit different from the rest of the country (although you could say that from many places in malaysia!) fun travels & great eats to you!",2
"that style of grilled chicken wings is slowly dying out, good that you tried it. it is a labour of love. it gets incredibly uncomfortable turning the chicken wings over the scorching flames. compared to foods like noodle soup, it takes significantly more time to make a serving (thus earning less money). i used to have one i love near my house, but they switched to selling chinese dessert soups (good ones actually). i miss it so much.",0
"malaysian in melb here! this video made me homesick!! side note, my mum would kill me if i ordered that for nasi kandar hahaha. i think the cashier was being opportunistic on your order… i’m sorry that that happened really. typically, one would order 1 protein and 2 vege. and the protein is usually fried chicken. rm120 is diabolical. anyway, i look forward to your next video with inshaneats 🙌",0
"if you get all that curry, do you get diarrhea?",1
"hey amy, any plans to go check out the food in xinjiang soon?",1
yay im early!! its always so fun seeing you get out and about somewhere outside of china - thank you for always being entertaining & bringing us such local and down to earth views of the world :d,2
"appreciate the transparency that this was filmed over several days. the food looks amazing, but also clearly very calorie dense 😅",2
the “falafel” is probably a masala vada which is made with chana dal. definitely very similar to a falafel and my favorite south indian food that’s spread across the diaspora,2
penang is such a. foodie paradise,2
hameediyah is evil for recommending you rm100 worth of nasi kandar 😭😭,0
"evil amy!! i'm hungry again middle in the night!! 😂 .. great to see you in malaysia, really tasty food over there! love it! ❤ .. love derks channel, too! watching every video of his with you of course! ♥️",2
"i'm less than ten minutes in, but had to stop and comment. you look so happy and relaxed here, and i can understand why. i've had these cuisines in singapore many years ago, and for me it was a life changing experience. i didn't know food could be so flavorful. but my singapore friends tell me the food in malaysia is even better, and the food in penang best of all. for several years now i've been hoping to make the trip, but in the meantime thanks so much for letting me enjoy it vicariously!",2
great malaysia episode amy !13:49 that food museum is a great idea !always love your energy and excitement in your episodes !how do you keep your white t-shirt so clean ? ! i would have food stain souvenirs from each location . ( lol ),2
"my hometown!! i should go back soon, am drooling now",2
"that lamb shank + tiger prawn briyani rice, can easily charged you more than rm50 or above?",1
that food museum will be my first stop in malaysia. prefect culinary roadmap.,2
the size of the dog is ridiculous. are you generally afraid of dogs ?,0
"hi amy, as a long time subscriber, i'm so glad you're finally in my country. happy eating and exploring! 🥰",2
penang has some good food. live there for 10 years. but the east coast (kelantan and terengfanu) have a whole different flavours!,2
i have been looking forward to this. the food looks amazing; i've only had it in toronto but really want to visit malaysia.,2
yay.. malaysia.. i'm so happy you're here :),2
"bravo, it is our territory. we live in the far east.europe can marry boris johnson the belarusian.",1
"hey blondie finally you’re in malaysia, as fellow malaysian who has migrated to melbourne, and a big fan of yours for a long time now, so glad you have finally made it there! take your parents there next ❤",2
i’m going to singapore n malaysia next year with my hubby! would love some suggestion! for sure i’ll take my hubby to eat 猫山王。,2
"welcome to malaysia, amy.",2
check out laksalicious and nely’s passion heart cafe! yummy!,2
embracing our inner hobbit 😂 i love lotr references 🫶,2
love that you give a snack break to prep! so real. 😂 half msian in nz and do miss the flavourful food in penang (assam laksa 🤤) and msia. enjoy!! and we'll enjoy through the video 😄,2
"amy, i love your videos, keep up the work!",2
so glad i opened youtube when i did! i always find your videos help me keep track of time better than my own day to day. thank you for taking us along for the ride!,2
thanks for sharing about spreading the meals over days to reduce food waste. it's sad to see so many content creators wasting so much for their content.,0
i love malaysian food! not enough people are aware of how yummy it is:),2
i’m thinking of travelling there during chinese new year holidays 👌 the food looks great 😋,2
"finally you're in malaysia. the land of flavour. i'm sure you will be eating nasi lemak, our national dish.",2
"as a singaporean, i love penang for all the different foods. but calling it the food capital, be prepared for some 'spicy' comments from malaysians from other 'food capitals'. i would have loved to hear the ""f**k spiders"" comment uncensored =)",2
where is cendel,1
3:19 bro im eating te same thing,1
"0:13 im eating a snack already and u eatin malay food, even i am",1
"you eat the nasi lemak using the spoon on your right hand! bravo! but try it using hands, more tasty!",2
paneang assam laka 😭,0
0:29 did you eat with a fork instead of a spoon💀,1
0:20 even tho the sambal is not the right color i still accept,1
0:24 thats nasi kerabu bruv 😂,1
thank you for rating my country's food good,2
using fork to eat rice is a crime,0
as a malaysian we use our hand to eat nasi lemak to enchants the flavour,1
this is a warm up for malaysians. they can take super spicy food,2
bro pronounce correctly it's roti canai not cana,1
malaysia food is the best,2
apa ne guna sudu kita malaysia guna tangan,1
"there's actually a lot type of nasi lemak yours isn't actually the original one, so pls come to malaysia.",0
guna tangan untuk makan nasi di malaysia,1
thanks for trying our food my favorite is tomyam,2
the nasi lemak is actually nasi kerabu,1
i am a proud malaysian🇲🇾,2
use spoon while eating nasi lemak,1
you forgot one thing cakoi,0
did you know chicken heart satay is delicios,2
wheres the sambal,1
0:19 bro doesnt know hes malaysian,1
pakai tangan translate: use your hands,1
why did you eat nasi lemak using fork??,0
u should try nasi goreng paprik,1
"sayaa!! in the malaysian saya in the malaysian saya mean:i,me and my an answer from malaysian",1
if you don't know asam is sour pedas is spicy masin is saltyyeah i'm malaysian 🇲🇾👍,1
i’m malaysian use the spoon to eat basic lemak,1
bro 0:23 is nasi kerabu,1
bro me too my favorite s nasi lemak and lasak,2
talking about the food:99%talking about the flag is wrong:1%,0
uhmm thats notnasi lemak its nasi kandar,0
i am malaysia 2,1
i am malaysia to🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾,1
thanks for eat malaysia food ❤❤i really appreciate ❤❤,2
hey eat mee goreng my favorite,2
"malaysian here, when it comes to food, we take the w",1
pls rendang from indo 😢,1
people eat nasi with spoon,1
"um, malaysia didn't invent curry and rice. they must have stolen it from india- which they are next to! and that soup just looks like chinese 'sweet and sour"" with noodles-. that noodle dish looks like it's just pad thai. these malaysians are stealing recipes from all over asia. fun fact: noodles was invented in china, marco polo stole it from them, and brought it back to europe..",0
ik rendang is the best dish😂,2
is that fork u eat nasi lemak??,1
hi i'm from malaysia and thank you for eating malay food and enjoy it i hope you like it to🎉🎉,2
yeah i know that 😁👍🇲🇾🥹🌸,2
ee😊😊i from malaysia 😄👈🇲🇾🫵🥰🫴🌎😉,2
i“m traumatized because he used a fork to eat nasi lemak,0
i am from malaysia and you kind of saying the food the wrong way,0
the citrus in the laksa is lime,1
"as a malaysian man,thank you for eating malaysia food,tommy",2
nothing better than if you come to malaysia and watch street people cook the char kue teow in front of you. it become better if come at the late night and enjoy it with chicken and beef satay,2
eating roti canai delicious😋,2
it asam not assam,0
"that not nasi lemak,that nasi kerabu",0
thanks for trying our food in malaysia i appreciate it alot you got a sub ❤,2
i from melaysia,1
"malaysian ..almost like rendang chicken,beef,clam❤❤🤤🤤nasi kerabu ..nasi kukus ayam rempah",2
i am from malaysia😊😊,2
thank you for goin malaysia i'm in country malaysia,2
0:33 uh abang. do you like eating rice with fork?,1
