comment,label
great looking food but i don't get the eating with your hand.,0
i like the fact that you are eating all the food with your hand❤ best way to enjoy indian food,2
"only indians know the taste of indian best food, all indian restaurant food tastes good for foreigners😂😂",2
i've never seen anyone describing the chicken varuval so accurate. you literally explained perfectly. just wow ❤,2
salud mark !! for trying out msian indian food like this one !!you the man !!,2
the last meal,1
looks good but i dont think i could eat with my bare hands,0
"malaysian chinese for me is the most hygienic people i have ever seen. if you go to their house, their floor are very cleaned and shiny. my neighbor, an old chinese lady she will scrub her backyard almost everyday, and i believe she do it from her kitchen to their backyard. always smells nice curry when she cooking. during chinese new year, that auntie always give us some chinese snacks especially the kuih kapet and ngaku crsip.. very delicious..",2
"malaysian malay for me is the most hygienic people i have ever seen. if you go to their house, their floor are very cleaned and shiny. my neighbor, an old malay lady she will scrub her backyard almost everyday, and i believe she do it from her kitchen to their backyard. always smells nice curry when she cooking. during hari raya, that auntie always give us some malay snacks especially the lemang and lontong.. very delicious..",2
"hi mark, next time u go try ganapati mess in pj. it's operated fr a house. for me it's the best expression of the tamil chettinand cooking.",2
"i ate here 4 years ago, amazing breakfast and lunch near little india, great prices and variety, highly recommend.",2
"that lady was scooping out of a hot pan with a repurposed, cut up plastic bottle that’s not meant to resist heat. looks like amazing food, but i would pass if i saw that.",0
that food looks amazing the tenderness the juices but it does look good though,2
delicious food. wherever us indian goes we know how to make the best food on the planet. i invite all malaysian friends to come to india to try real authentic indian 🇮🇳 food and you will know the original taste of spices where it's actually originated. ❤,2
all indian food looks like diarrhea. so unsanitary and looks gross. 🤮 hard pass.,0
nothing beats malaysian food! period,2
my mouth can’t stop watering 😋😋,2
your excretion is same all the time and that’s boaring not every food is woow r8? u should continue to do honest review 9:47,0
wow guntur chicken as a special dish on a malaysian mess sound pride,1
sorry mark i know it looks good mate but the quality is not there as i remembered it. and tasted it. the old chefs have gone and they have hired foreigners to cook. the taste is not the same anymore.,0
i want the lot!! every dish looks amazing!! i've been to malaysia a few times. i've never been disappointed with anything. malaysia has its own twist on any kind of food.,2
"is there anything you don't appreciate eating? all the videos i have watched of yours, i've never seen you say anything bad about them. so its kinda hard for us viewers to know exactly how good the food actually is! don't get me wrong, i love watching your videos",0
malay food originated from india and indonesia influenced…malay just copied others. no such malays food,1
best food in the world no doubt,2
pelita have outlet in other state as well,1
"mark was in my housing area! missed him!! eating at puchong mess. good food especially crab curry, lamb and chicken varuval. i haven’t been there for nearly 5 years after they overcharged me and didn’t apologize or make amends. just check yr bills carefully as they tend to be very busy.",2
not sure about using your hands to add the ingredients to then lick the same hand to taste,1
"get a spoon and a fork , people eating like that is nasty , there is a reason they are a third world country , too dumb and poor too know any difference.",0
wow! that food looks amazing!!,2
"i am all for authentic. used chopsticks years before my friends. i have to draw the line at eating food like this with my hands. fried chicken and pizza, sure, but forks and knives serve a purpose. i know chicken piccata would taste fine with my fingers. can't do it. (oh! yes. i get the hands with mutton on the bone.)",1
"i love how in indian cuisine, every plate is like a mini buffet. you get to try wide varieties of mini dishes on a single plate.",2
i'am astonishing about the quantity of spices this people use in their dishes.. i'm sure it taste wonderful!! thanks mark for this awesome video and food!!,2
salted dry fish curry =.karvaadu kolombu?,1
i hate eating with my hands,0
"yes, the water came out",1
i have said it years ago.the best indian cuisine outside of india is in malaysia.,2
"hey mark, witness madurai street food. you will be happy 👍🏻",2
she said they had salted fish curry not blinking gravy. it's a poppadom not what you said. that's because you dont listen to what they say. too busy thinking about how much you can shovel in your mouth.. a cow chewing the cud smacking your lips. you dont see or hear the locals eating like cows.,0
i'm from ethiopia but i really really love all indian food ❤❤,2
food looks good,2
"why do you mix everything?the purity of the taste/flavour of each individual dish will get diluted/distorted/impaired, no??",0
"malaysia is food paradise (malay, chinese & indian cuisine superb).",2
santa!! thats my frequent lunch spot 😂 fast and tasty. u gotta try magic tiffin banana leaf rice next if u come back again,2
28:04 folding the leaf has two way you fold down (you're satisfied with the meal and the service) fold up (you're either showing dissatisfaction either with meal or how it's served. (this changes for certain regions the opposite way but for the most this is the way ) and fun fact people would hold feasts called moi virundhu. moi is a money offering more like when people in japan give money during new years. but moi is given either in weddings funerals or in some cases in feasts. these are held especially when someone is in need of money. either for a good thing or a bad thing doesn't matter. they announce it to the whole locality and people would eat then give the money offering under their leaf or in the hands. ( some moi feasts that are usually held annually gatehr upto literally millions of dollars) . and there's a buisness model based on this too. where you gather eat and give the money. but not in restaurant but in halls in a certain day.,1
hi mark! have you try east coast food opor kerbau,1
21:28 damn karvaadu kulambu aka salted fried fish gravy demn that's very hard to find even in south india in restaurant and with beans!!,0
12:37 after that spicy meal that radam would've been heavenly🤤,2
really nice seeing the experienced cooks putting specialty dishes together…,2
"nearby lawanya at brickfields is another nice banana leaf rice place i usually go to, vishal. and with blr i ask for the salt fried chilli, crush and mix into the rice, drink masala tea or mooru.",1
all that foodlooks so delicious 😮🤪😁,2
yummy food 👍,2
i love eating santa chapati but at the other branch near pekeliling roundabout,2
"not many places make this but if you can find 'crab rasam' man, you are in for a treat! it's a whole different taste of rasam 😄p.s. rasam is a great remedy for flu :)",2
"like i said above, quite expensive for only 1 meat",0
"well done,so delicious👍👍",2
this is malaysian indian food. best indian food in the world to me ❤❤,2
you cross contaminated the main bowls by touching the mutton spoon to the chicken spot.. smh,0
my mouth is watering !! i love your show !!,2
"lucky for you, you get to enjoy that wonderful food. i'm over here plotting what to order from the indian restaurant when its not even 7am and they don't open till 11 😅",2
"puchong mess is overrated. you should try ahca curry house in ss2, mathai moorthy in ss14 and krishna curry house in sec 19",0
"indian food is the worst in the world, then seeing them eat without forks, spoon and knife, it sucks terribly, if it's their traditions, they change them immediately, we're not prehistoric",0
"tamil foods rooted to tamil nadu, india.",1
"the indians r very clean..their eateries too..they dress verynwell, neat and in beautiful clothes.their houses, even not a bungalow r very clean and neat",2
"malaysian south indian cuisines actually tastes lot better than actual indian food, is becoz they incorporate malaysian fusions like sambhal, chutney etc and spices and veggies there are quite different from wht u get in india",2
puchong mess means two-fold. first mess as in messy like messy eating. second it means a place for gathering. both correct.,1
that's the most watery gravy i've seen for an indian cuisine lol. come to india💖,2
south indian food in malaysia or in singapore can't go wrong.,1
i do like food but not 2 spicey is there any where you can try without been too spicey,0
"hi mark! i’m the daughter of mr. kulwant, the owner of santa chapati house. on behalf of my dad and our whole family, thank you so much for visiting and featuring our humble little spot. it truly means the world to us!we’ve been fans of your food and travel videos for years, so seeing you at our place was such a proud moment. i noticed you dropped by during off-peak hours, so you may have missed some of our popular dishes like the mutton keema and our take on chicken varuval, and they usually sell out fast during lunch!we’d love to have you visit again sometime and try more of what we offer. thanks again, and we’re so glad you enjoyed your meal with us!",2
i'll take the first restaurant lol,1
try bunga raya indians food one's,1
china people come to malaysia and do not recognize malaysian chinese dishes as being chinese.. i suppose so also with indian dishes.. indonesians do not recognize malaysian rendang as being rendang that the indonesian do.. i have more than 30 rendang recipes an d not one recognized by indonesians..,0
"mark, puchong mess hidden banana leaf rice.. u gonna make us (puchong people) long queue soon.. haiya",0
"you know the food is totally great when mark will close his eyes and slide to the left everytime ,on the first bite. malaysian indian always concern about the food quality and premise's hygiene . also they are a very good neighbor to have",2
"lol, my mouth is watering mark like yours..despite i'm watching your vlog while having dinner😅",2
"the chapati's were very raw !! the chapatis should blow up like balloons nicely, thats when they are well cooked both inside and outside. it needs a very well kneaded dough. and the rolling of the dough balls should always be from the edges. just sharing a video of how soft chapatis are made in almost every home in india. i dont mean to be critical but its just a little more effort and the chapatis can come out really well. these were very raw and can give a tummy upset. the banana leaf meal looked scrumptious though.",2
that's great stuff and cheaper than usa,2
"your digestion system, mark, is the true champ here. first, the spiciest malaysian food, and now indian in malaysia..even my digestion system is super jealous of you. you needed to get uncle roger in on this though, haiyaa!glad you're still alive after the world's spiciest pan mee though! i am hungry though for the indian food, just no pineapples or coconuts in mine though",2
the first and the last meals look great i would eat the last meal because of its flavor and how well it was cooked all of the ingredients came together very well to make a delicious meal for their customers there's a lot of heart and soul put into the meals that makes him so great,2
"malaysian indian for me is the most hygienic people i have ever seen. if you go to their house, their floor are very cleaned and shiny. my neighbor, an old indian lady she will scrub her backyard almost everyday, and i believe she do it from her kitchen to their backyard. always smells nice curry when she cooking. during deepavali, that auntie always give us some indian snacks especially the maruku and kuih dhal.. very delicious..",2
"is this food the inspiration behind the song ""the fire down below?""",1
lemme guess. eating the same thing. saying the same thing. over and over. just like mike chen.,1
"these spots look incredible, especially the banana leaf meal. malaysia really knows how to do indian food right. wondering if anyone has a favorite dish from these places or others i should try next.",2
"love indian food no matter where i find it. mark, when you get back home can you do a visit to terminal 21's food court?",2
no sir i don't like spicy but enjoy,0
nasi lemak with fried chicken 🍗,1
"actually the only food that stands out in is roti canai. it is simple, nutritious and everyone can enjoy it.",2
indian food in malaysia no have medicine,0
$4.30 for a massive plate of food.. this is why so many of my brothers n sisters are retiring everywhere but america 😂. i'd be in a food coma for that plate.,0
the restaurant with the banana leaf plates was so cool and looked like a nice place to eat. they give you a lot of food too.,2
"omg - i wish i could be there with you, yes my mouth is watering just watching these folks cook.",2
"welcome to malaysia, hope you have a wonderful stay :) , you should try fish head noodle too.. ps : i had a good meal at phed mark as well :)",2
aint no money in the world would make me eat indian food lol foh,0
thank you for sharing everything all that food look delicious very delicious thank you for sharing😀😀😎😎,2
definitely watering especially since those are some of my favourite dishes,2
"mark, usually south indians eat all the curries each at a time it will be awesome. just fyi . i really like your videos ❤",2
that first food resembles trini food,1
south indian food is delicious and flavorful..malaysia has a lot of south indians living,2
this is not just indian food. this is tamil food.,1
mark goes into the making of the street food 🐱🐯🤩other hosts try but they're trying so hard to be funny they seem snarky,0
tandoori grill is another restaurant,1
"hi mark you should try passage through india-it's south indian, and the very best tandoori grill their food it's the very best of northern indian dishes. hope to meet up with you!",2
i've not had much opportunity to experience this cuisine where i live. it does look very appealing!,2
"i need to make another trip to kuala lumpur just to visit theses indian restaurants, been 13 years since my last visit so i am over due, here is another good reason for a trip. salivation for that scrumptious food. another gr8 video mark.",2
"i'm over here eating an avocado salivating at how much i miss indian food. i love indian food so much, mark you are soo lucky right now. 😩",2
mouth watering? yes..chewing air right now just to cope.😅,1
the one in puchong highly recommended i always eat there wiv my family,2
"i went to malaysia a year ago and must say that i was really impressed by the diversity of indian food there. haven't been to india yet though, but it made me more curious to go🤤",2
"ive met indian heritage people in malaysia and singapore that go back 6,7,8 generations and haven't lost there food culture one bit, in england the 2nd gen would be saying 'what you like' and 'innit' and eating only kfc",1
"well, those foods are south indian. otherwise, indian food is very boring",0
"just great, so enjoy and like .. ying and mark arr the best, ..",2
please drop by @user for fusion indian food,1
curry slurpee 7-11 marky mark,1
"eating with your hands that way is disgusting, i know it wouldn't be a problem for you to take a fork and spoon with you",0
food for mahout. not some trump or biden.,1
indian food is best..!,2
i would use a clean spoon to eat the food. a fork or hand might not be clean unless i brought my own. 😮😢 and one place smells like feet fungus 😢,0
mine is too watering,0
looks totally amazing. i absolutely now need to visit kl just for curry,2
i think best indian food is it in india 😂,2
food was good enough to watch that disgusting way of eating.,0
"omg! you’ve done it again! my mouth is salivating, again. i seriously want to go to kuala lumpur to eat!all that hearty food for less than $5 ♾️",2
all this dishes made my mouth watering!,2
"eating with your fingers, you are making a message.it would have been better to take the food in 2 plates",1
"Mark Wiens eats chili petai cenggitu ja, ahahaha it's truly Malaysian hahaha",2
it's better than the overrated japanese raw food over rice,2
i really really love indian food in msia.,2
my mouth is watery .. looks amazing ❤,2
indian food tastes better in malaysia and also dubai. and of course it much more hygenic compared to india,2
"of course, mark, my miuth is watering a lot more than yours.😄",2
"this is the best. the color, and spice, the vegetables and not forgetting freshly cooked rice 😋",2
"at about 1 minute, she puts the sauce on her hand and licks it to try lol. what are the odds it was washed after? 😮",1
"here in the uk indian food is one of the most popular cuisines, aong with cantonese, thai, and italian.favourite indian dishes for me: lamb rogan josh, chicken biryani, bombay potato, keema naan, pilau rice, chicken pakora, chicken jalfrezi, and of course samosas.",2
look very similar to the wonderful dishes i ate in sri lanka. :) fantastic food for a very reasonable price.,2
batter squid making my saliva out. i just finished eating my dinner and want to sleep in an hour.,0
"the best part of banana leaf dish, the satisfying smell of your hand after a meal ;) my mouth is watering so bad by the end of this video",2
indian food is always dirty.,0
"the lawanya shop charge cheap if you bring camera. i had chicken, sambal petai and 1 vege with rice they charge rm18.. i have photo of my food",1
"nice video. every curry, chutney, vegetable sides should be individually tasted since every dish got it's own flavor. mixing all together is not a good idea while eating south indian food. however, it is not a hard and fast rule. you can eat whatever way you want. but you will miss the flavor of each individual curry when you mix it all together. :)",2
literally mouth watering,2
"hi mark weins,you have been eating south indian food in this episode. can i suggest if you can also try north indian food while still in kl ? some of my indian friends (my customers) from india said that north indian food in kl (for example, india gate restaurant in bangsar kl they have tried many times) is the best they have ever eaten, better than many restaurants they ate in india. india gate restaurant is my top pick whenever i crave for north indian food.",2
"come visit north east india mark, you will have an experience of life, varities of food. you are going to enjoy",2
"though i like your videos, being an indian, i am disappointed. please research in the process of eating indian food. we don't pile up everything and mix them. we eat each dish separately with rice or roti. there is a specific chronological sequence of which dish should be eaten first and thereafter.",0
"mark - i’d urge you to try my friend’s resto bar called raahi located in mont kiara. they make the best indian delicacies and cocktails, it’s a family run business and they serve their food with great passion and authenticity.",2
malays really know good food,2
rice is very less..,0
"mark should visit sabah, its in malaysia too. good food there, like tom yam fish head noodles, etc.",2
"food in kl is so good. melting pot of indian, malay, thai, chinese food. such a great city. ❤",2
omg my lovely spicy petai,2
"There was a lot of interesting food, I like watching your videos 🇧🇩",2
delicious south indian food ❤,2
"mark..not all indian curry has garam masala in them 😅😅. it a bland of spices just like chinese 5-spice powder, not all chinese dishes has 5-spice😅👍🏽. also, the custom of folding the banana leaf in or out is standard custom across all indian culture, folding it inwards (like how you did in the video) is showing the owner/server that you enjoyed and appreciate their food, folding it outwards shows you are ‘unhappy’ or disappointed with their food😅👍🏽. enjoy!",1
hi mark i remember having indian food in high school we had an ethnic fest where i went to school and it was fun,2
why eat with your hands like an animal when they clearly have silverware?,0
most indian restaurant in malaysia are clean 👍👍,2
"hi mark, just an advice the way eating the south indian meal is not correct by clubing together with handfull. it has to eat like rice only dal first next pickle and rice next any dry veg items and rice with non veg, rice and samabr and rice and rasam last yogurt end with banana",1
shame on you why you try indian food just shame on you,0
back in malaysia? welcome back sir.your really like the food and the cultures. and when you roll your eyes. well it's really really tasty. malaysia is unbeatable for food. and you are a very good food ambassador.,2
how come all kind of food are nice. the reaction just to please follower especially malaysian. like to be bodek2,2
who takes curry powder by hand..not using a spoon?? sorry seems like in those gross india videos,0
indian food is overrated. probably among the worst asian food.,0
this south indian food is stunning! a treat for a spice bomb on the tongue.,2
"so happy to see you highlighting indian food in malaysia 🇲🇾🔥 our local indian dishes are truly world-class — banana leaf rice, chapati, teh tarik.. they all hit different here! thanks for shining a light on these gems, especially lawanya and santa chapati — they deserve the love! 🙌",2
"as a malaysian, yes - you should fly here just to eat this amazing dish",2
"all that food for 4.29, that gets you a large fry in ky",1
so beautiful indian food i love it ❤❤,2
indian restaurant in malaysia is clean vs indian resto in india..,1
"mark wiens, since u are in kuala lumpur please try to visit khan jee 3 restoran . it's must visit and you should try mutton karahi it's delicious. i am based in singapore but whenever i travel to kl i always go there. address mentioned below jakel mall, jalan munshi abdullah, city centre, 50100 kuala lumpur, wilayah persekutuan kuala lumpur, malaysia",2
eating with fingers : your unabashed approach is humbling. god bless 🙏🏿,2
"what i like about u marku never leave food behind as a singaporean,malaysia food just taste different!the variety of food❤",2
i am from india relation going to malaysia indian food very nice,2
yes its watering !!,2
puchong mess is my favourite. ate there like 5 times & everytime it's delish. love that they always change up their veges.,2
that puchong banana leaf rice was previously an office. so their dining tables were office tables. dined in there like eating inside office.,1
super food bro🍗🍗🦀🦀🥚🥚🐠🐠🥩🥩🍤🍤,2
""" the full force "" 😅😅 i can tell he loves this meal 😋 🔥🔥",2
yes mark mouthwatering..awesome again!! delish!!,2
i’m malaysian mark and returning back to malaysia in oct. i miss my malaysian especially indian food and i can’t wait. also missing my chinese and all the malaysian dishes so much. have an amazing time in my home country 🌼🤗🌼,2
south indian food at malaysia are in different level.,1
tha maliciya food is very nice ❤,2
that’s the authentic way to eat with your hands. everything looks delish at lawanya 😋,2
that plastic scooping the chicken from the hot wok cant be healthy.,0
18:43 mark leaving a $150 shoe on the staircase outside the restaurant . wow! that's giving me anxiety 😅,0
i bet i would be really good at eating indian food.,2
various tasty and flavourful food..,2
rice and stew aren't finger foods. disgusting. spoons aren't that expensive.,0
malaysia’s food the best in..,2
"these chapatis not cooked completely and properly, these still not to eat.",0
"i've spent a quite a bit of time in india & malaysia, and i have to say the indian food in malaysia is incredible.",2
sometimes best is very subjective. i swear my mamak stall near my housing estate has the best sotong curry.,2
"nor just mouth watering, can smell all the spices and curry too :)",2
please let me take u to suresh at kampung attap….his puri and dishes are to die for,2
"nice video about banana leaf rice! upon finishing the meal, folding the leaf inwards, towards yourself means you are happy with the meal and folding the leaf outwards, away from you, means you are dissatisfied with the meal.",2
i love indian food,2
now try malsian food in india,1
eating and talking at the same time i can or could deal with but just talking for a long time i can’t stand.,0
yep my mouth was watering while watching the chicken dish being cooked mark 😍,2
awesome job mark with the food vlog,2
"only time i had indian food in kl was at nasi kandar pelita a short walk from petronas towers, best indian food that i’ve ever had, i went in there to try some tandoori chicken, ended up eating 4 trays of it, probably not the best move though as i had to go straight to the airport and catch a plane to australia 😂",2
spoon fork knife why with finger not a slice of pica not chicken drum not everything is finger food 🤢,0
everything looked amazing and delicious.,2
can you tell me what is that mutton same as lamb??,1
please go to moknab in pantai dalam and try the nasi karabu,1
yea that puchong shop is legit.. their main crowd puller is the crab curry which is only available on fridays i believe.. ur mind will be blown away,2
often heard that indian food tastes best in malaysia. so this is going to be one delicious journey 😋😁,2
"he used plastic cane for shifting chicken masala, very very unhygienic 🤮",0
nice food deserve showcasing.,2
hmm my mouth is watering by watching the work on the wok hmm,1
eats with his fingers for the lulz while the guy at the table behind him uses a fork like a normal person.,1
"legit indian, malay & chinese cuisine makes malaysia a fantastic foodie destination",2
"i’m not sure how old this video is, but yes, my mouth is watering.",0
"mainland indians don't eat peta, only north east indians eat petaii. surprising they are blending south indian food with local cuisine",1
ai says you have to try indian food in south africa,1
"try nasi dagang and nasi kerabu with percik chicken, it's great 👍👍",2
"neat and clean, not like your own country",0
"Don't worry, later he will be sentenced to poverty and return to Cinunuk",1
"That Indian opportunity taker, such a small chicken is RM10 a piece",1
The best Malay culinary delights are rich in spices and I've never tasted it😍 I miss it🩵,2
really delicious ❤,2
add spiciness to the chili sauce,1
Wow. There is. Indian food is great,1
Don't. Forget the little hot chili sauce. yes,1
"nasi kandar gani bendi, penang. not available in malaysia. rice flooded with gravy, cuttlefish, shallot chicken, fried fish, lamb, bendi, red pepper, salted egg, cabbage mntp 😂",1
why is tanboykun eating at that Indian place.. not halal yet.. doubtful.. better find a halal place,0
Indian food is not halal,0
I think the fried chicken is two rings 😅,1
while in malaysia there is not even 1 malaysian cuisine that suits my tongue even though the menu is meat.. still indonesian cuisine is the best..,2
"my favorite lekor crackers. If you eat anything, you must use Lekor crackers while working at the Penang refinery. miss Malaysia so much",2
That's great bro.. it's really delicious to eat at that stall..,2
chicken/egg is not just chicken,1
really great and the best 𝗦𝗘𝗣𝗔𝗧𝗨𝟰𝗗 really lifts the appetite,2
"If the sauce is flooded, it's not even delicious, in my opinion, personally",0
"sabah, malaysia again, bro, confirm that you are satisfied with the food, bro, try it first.",2
Nasi Lemak and Nasi Kandar are one of the foods from Indonesia🇮🇩 which have gone global and abroad.,1
nasi lemak and nasi kandar from indonesia🇮🇩 traditional food from riau indonesia🇮🇩,1
"Bro, the one who marinated it said it was shark",1
The mango kerabu is also good to eat with Hainanese chicken rice and sour chili,1
Is there a Malaysian nasi lemak sambal but not the usual sambal Belacan sambal?,1
"ori chicken rice, the soup is made from chicken broth or beef bone, not the one that tastes like instant noodles.. the chicken must have sesame oil.. and red sambal belado..",1
delicious malaysian food,1
It's just that the old lady is telling people to eat.. make your hall already 24:26,1
"Wow, that's delicious",1
"I lived in Malaysia for a long time from 2006, at first it was difficult because the aroma of curry and spices was too strong... every time I passed by mamak or nasi kandar I wanted to vomit because of nausea, only after 6 months could I enjoy local food... tastes are subjective so don't be judgmental, people's tastes are different...",0
"Wow, it's the best.. I haven't made a food content for a long time",2
brother tabokun chicken rice,1
"bro, eat camel meat",1
"Uncle Batak's glass is ok, that's great!",1
"The original nasi lemak is just fried egg rice, sambal and beans/anchovies..",1
Disappointed that the rice didn't run very well,0
"The food is halal, who cooks it?",1
Greetings from Malaysia..it's helpful to eat fat naid with your hands..🎉🎉,2
"nasi kandar, nasi lemak, roti canai are typical Indonesian dishes🇮🇩",1
"There is another food 🇮🇩 that is famous in Malaysia, namely Nasi Lemak which is a food from Indonesia 🇮🇩",1
nasi kandar from indonesia 🇮🇩 not malaydesh 🇲🇾,1
looking for food to eat in Sarawak Kuching,1
"I want to eat too, bro.",1
good tonboy kun..not only the food review but the historical places as well..thanks and I will come to Malaysia again later,2
"bro bara, sometime beat the record in Nasi Kandar Sulaiman 9kg @user.. or you guys battle against him in Indonesia. Eating Nasi Padang or something else is also ok... it looks like fun bro...",1
"I've been to Malaysia, then a friend invited me to a mamak stall (Indian food) but it didn't feel right. I don't know why, even from a distance there is a very distinctive smell in every Indian stall, it makes me dizzy. Is that the smell of curry leaves or what?",0
"try it, bro tanboykun, bajau people's food is only available in Sabah Sandakan and the markets also have a lot of sales, it's called tiula itum and pinutu, tiula itum means black meat cooking, halal, and the special way to cook it is to use roasted coconut, it has become the majority there and must be eaten every time you go to the market or to a bajau restaurant, there is only sabah as well as with pinutu made from 2 types of yams, boiled pinutu and baked pinutu, the important thing is that you try it later, it's sure to be delicious,.. only sabaha Malaysia..",1
Is that a halal Indian restaurant or not?,1
Indonesians to Malaysia: looking for the best food Malays to Indonesia: looking for the worst places 😂😂,1
"it's not plastic, it's cuttlefish or squid cartilage",1
wow that's great❤,2
It's really a good and solid place to eat,2
great unique food,1
It's great to get to know the culinary delights of neighboring countries,1
"Wow, it's really delicious, I want to go to Malaysia to try the food directly 🤤",2
"I've always liked Bang Tanboy-kun, because he can always appreciate every food, and if you eat what he brings, it makes you drool❤",2
"There are a lot of variations in the dishes, the portions are also large",2
it's delicious...when can you try it straight away?,1
"nasi lemak, exciting information ❤",2
"Great, you can enjoy Indonesian culinary delights",2
Malaysian food is delicious ❤,2
tanboy has always been a role model for culinary eating 🎉🎉,2
"Later, if I go to Malaisya, I will stop by",1
Nasi Kandar full soup is the best👍,2
the best food that I like,2
everything looks delicious.. 🤤 almost the same as Indonesian food.. good luck to tanboy kun and team..,2
great Malaysian culinary delights,1
"Thank God I got to know Malaysian food, it's really delicious... don't doubt the taste anymore",2
malaysyee mantull food,1
the best Indonesian food.,2
the food looks really delicious,2
culinary alor from Indonesia entering Kuala Lumpur is great.,1
mode on Malay food with lots of coconut milk is good for those who gain weight,1
Thank you for learning about Malaysian food,1
"Indonesia and Malaysia are the same thing, the food is just as delicious 🤩",2
Hainanese chicken is my favorite 🤤🤤,2
eat side dishes with rice,1
Typical food during the holidays 🥳 for those who like delicious culinary delights,2
wow delicious ❤,2
"great, if you go there you have to try it❤",2
It's great that one day you can go there for culinary delights❤,1
wow that's great,1
I'm curious about delicious Malaysian food for sure,1
Malaysian food is salt-free but just as varied,1
"wow, that's delicious",2
"I'm curious, it turns out it tastes great",2
steady bang..👍👍😁favorite rice upin&ipin ni..,2
"Always healthy, Brother Tanboykun, always inspiring and really exciting when you eat 😂🤤",2
wow that's really delicious ❤,2
Malaysian and Indonesian food is almost the same...it's definitely delicious,2
I'm drooling like the chicken bro 😻😻,2
"It's not delicious, it's better than warteg food",0
I want to eat Kandar rice,1
it looks really delicious,1
that's great bro,2
the same as Sundanese food chuyy ❤❤,2
"When I visited Kuala Lumpur, I was confused about what to eat like in Indonesia, finally after searching around the outskirts of Kuala Lumpur, I found food that was similar to Indonesian MSKAN, namely savory rice or what is called nasi lemak there... not much different from Indonesian MSKAN",1
There are also lots of delicious foods from Malaysia. this is one of them. I'll try it,2
I'm curious about the taste of nasi lemak,1
"Wow, this is unique and very delicious",2
welcome to malaysia.. every time I see this content I immediately drool with hunger.. cheer up bro..,2
the food is really delicious... it's delicious for sure,2
"I once ate nasi lemak at the Malaysian airport, it was really delicious",2
"Going for a walk will fill you up and eat really delicious, bro",2
like great when visiting Malaysia..,1
Very delicious culinary delights in KL,2
"welcome to malysia, nasi kandar 👍👍",2
"I like watching. Malaysian food, I want to try. 👍",2
Malaysian culinary delights are truly delicious,2
culinary rice from Malaysia is really good,2
info on traditional food there min,1
solid and creative..,2
"It's great, I'm hungry to watch it🤤",2
"hmm, looks delicious... I hope you can eat it too 😊😊",2
friends eat on cellphone 😂,1
food goes international,1
This is great❤,2
I want to go there and want to try the nasi lemak...hmm sodapp,1
Thank you for educating this channel. So it's useful for going to Malaysia later,2
It's really delicious like nasi lemak and also nasi kandar. the menu is very large.,2
I hope you can try Malaysian food🤤🥳,2
great tanboy if👍,2
I hope you can try Malaysian food,1
"Wow, the food is really delicious🤗🤤🤤❤",2
"new to Indonesia 🇮🇩 Malaysia 🇲🇾 okra is made to be lalap, in harab it can only be made in satmyur 25 years in my 25 years in Arabia I have never had anyone to eat okra",1
"Indian rice is not halal, bro. If you go to Malaysia, you need to look for a halal shop",0
10:37 why not Indian rice bro?,1
Enjoy the way friends enjoy Malaysian food 👍👍,2
"If it's Malay, it's chicken rice",1
"but guys, for 4 years in Malaysia, I couldn't eat nasi kandar or anything that smelled like curry. my tongue can't accept it. Trust me, your tongue will be shocked. Their curry is really thick. and there are also many Indonesians who don't like nasi kandar. This is just my opinion, based on my experience",0
"My favorite squid lemak nasi/spice fried chicken, lung kerabu nasi, trade nasi ❤❤ try it later",2
"bro, rivew, the food in India is so exciting.",2
"if you go to malaysia, come to the island of areang. eat kandar rice. nasi kandar is a signature dish from the island of areang.",1
feeling nasi lemak upin ipin portion is not as crowded as that bang😂😂,1
try the cuisine at bhrunai bangg,1
"tanboy kun try makanan dari sarawak ,.mee laksa ,.mee kolok",1
"tanboy kun try food from sarawak again,.mee laksa,.mee kolok",1
"Usually Hainanese chicken, the chicken is not fried but roasted... or steamed. I just found out that there is fried chicken with Hainanese rice.",1
Malaysia has a lot of normal food,1
eat eat eat the point is to eat🎉🎉,2
"In Indonesia, uduk rice just doesn't have any color😁anchovies with chili sauce",1
"Most Mamak restaurants in Malaysia are not from Malaysia, bro, some are from outside India and some Mamak restaurant bosses are not Muslims.",1
kfc fatty rice 😢,0
"If you go to Terengganu, nasik lemak is a side dish of tuna (aya fish).",1
it's called nasi cimeng 😅ganja in Aceh,1
"If it looks like uduk rice, does it mean you mixed the rice with coconut milk?'",1
He has yet to taste the best nasi lemak in Malaysia,2
There's not enough rice,0
Malaysian food is all delicious,2
Do not eat squid bones,0
want to go to malaysia..x on vacation✓ eat kandar rice,1
"don't forget bang,,""banje sauce""😂 menyalaa🔥",2
that's him..!! the king eats enjoying his food until he sweats 😄 nasi lemak ✅ rice with banana leaves ❎ chicken rice from Hainanese ✅ kandar rice ✅ the best bro.. ✌️🤠🇲🇾,2
How much does the rice rice cost?,1
How come there's no price for nasi lemak?,1
The taste of Nasi Lemak is far more about rice + chili sauce + filling than Nasi Uduk,1
that's indian food not original malaysian food😂😂,1
there are two indian restaurants in malaysia where mamak is called indian muslim. and there are also non-Muslim Indian restaurants,1
"sori brother. muslim xboleh makan di sri ganapathi. its non-halal restaurant. btw its still a good place for non-muslim to eat. lastly, thanks for promoting malaysian cuisine to the world..😊",2
