text,Sentiment Label,,,
"One qwestion, Wehr did you learn your english?",0,,,
What was the name of the hotel?,0,,,
Welcome to malaysia,1,,,
Terbaik,0,,,
"im so appreciate when you try all dish in Malaysia ????
Have a nice day  be a good health",1,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
"It rained the whole time I was in Malaysia, ruined my plans.",-1,,,
I hope to start living the dream life that I desire soon & forever,1,,,
Another's Russian In K.L....Welcome Mate To My Beloved BEAUTIFUL Country...,1,,,
Beautiful shot. As a Malaysian I really appreciate your videos ? Thank you,1,,,
"Sipadan Saba number 1 for snorkeling and diving.
Borneo Malaysia, Redang on the east coast also very good.",1,,,
"Very well filmed, narrated and a great selection of  the highlights in Malaysia. I appreciate that you added the locations and general prices. Following you from now on",1,,,
Reminds me of Singapore..,0,,,
"Love your vlog, very detailed & featured places we always like to bring our overseas visitors when they come visit us. Thks for loving Malaysia & look forward to your next vlog",1,,,
I never see a shark and also be in the same water as the shark. Must be on good experience,0,,,
The shops look nice.  And the food.  Wish we got to see more of the streets and city outside. What makes KL unique.,1,,,
That fritter is actually mooncake sandwiched between 0 yam pieces.,0,,,
The intro is so pretty.. it’s making me want to bring my camera along to my penang trip to try taking some pics ??,1,,,
Gg there on penang Sunday,0,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
I don’t even know about this despite being a Malaysian,-1,,,
Felt unsafe walking at night in downtown Kuala Lumpur.,-1,,,
"Hi,what’s the name of the hotel?Thanks",0,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
"watching from Melaka, Malaysia ????",0,,,
Hey man do you know what happened to dimafromrussia,0,,,
"It rained the whole time I was in Malaysia, ruined my plans.",-1,,,
"17:01 That is not a dead cat, right?",0,,,
"Nice, reminds me on Alanya",1,,,
"I have been to Langkawi and KL 
Beautiful people and awesome city ..

The Malaysian are the best people on earth",1,,,
"Malaysia's traffic jams are the worst, wasted so much time.",-1,,,
nice vlog,1,,,
Everything was overpriced in the tourist areas of Malaysia.,-1,,,
I'm Malaysian but never been here. Hope one day i'll be here.,0,,,
"Hi Yul, thanks for another upload. Never fails to help me destress watching your videos. Hope your channel grows to like Zermatt Neo's channel size one day so you can totally depend on your youtube earnings",1,,,
"It rained the whole time I was in Malaysia, ruined my plans.",-1,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
Welcome to Malaysia!,1,,,
"I born and live in Kuala Lumpur, Malaysia and went to all the places. Nice video btw",1,,,
"Malaysia's traffic jams are the worst, wasted so much time.",-1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
YEYY A NEW TRAVEL VLOG!!!,1,,,
I just comeback from phuket. Now i know perhentian is much cheaper than thailand,1,,,
Thanks for visiting Malaysia.. greeting from bangi,1,,,
KL is so gorgeous,1,,,
"Very timely vlog for me ??? Glad to see you exploring Malaysia! 

(Altho ang comment ko lng is may times na parang naka-pan sa left ung audio  nkakagulat lang sa tenga hehe)",1,,,
"Correction Ken, it's not the"" Maldives"" of Malaysia, it's the ""Secret"" of Malaysia.",0,,,
Try Pulau Redang if you're into Islands. The water there is crystal clear and it has one of the better and untouched beaches here in Malaysia due to it being less well known internationally. Go give it a shot!,1,,,
Oh how I’ve missed watching these,-1,,,
Look very nice it all did,1,,,
"Its a bit late, 01:55 here in Spain so I'll check later. Btw,im being good. I could have stayed out till 04:00",1,,,
I do my backpack and my Rolling Stones bag I got at a concert I’m done with suitcases tbh,0,,,
"I wish i could eat this much, i see video and breathe air alr gain weight",0,,,
"You should try FRIM forest for picnic, tall giant trees in Kepong, KL",1,,,
Great vidéo would you give the link of the host of airnb and plz how much is the studio a day?,0,,,
"Niki! Libraries are top of the list when I look for a place to stay awhile. Ofcoarse natural water, rivers and lakes. But Libraries are also basic, ofcoarse, thank you Niki!",1,,,
The tour guide in Malaysia was disinterested and unprofessional.,-1,,,
I was scammed at a local market in Malaysia.,-1,,,
Ken the fish is called Remora. Their head is like a suction an it sticks to the sharks eating little bacteria and other things. Basically they help clean the shark. Its a mutual coexistence.,0,,,
Im in KL..,0,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
"U should come to Semporna, Mabul island. Its in Sabah Malaysia",0,,,
"interesting and very cheap for private boat trip, I intend to visit malaysia when its not too busy but hot and sunny",1,,,
You should try nasi lemak ayam goreng berempah from Village Park.,0,,,
Where is Genting highland,0,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
"I loved this, got to relive my KL trip through you guys!",1,,,
TQ for the video,0,,,
I don't think Malaysia is the best place to travel. But definitely better than Singapore. But both just have nearby countries that are way better. Too much competition to not consider the other options.,1,,,
Where did you get your blue bag?,0,,,
Dortmund is in d final champions league....see u in london Ken.,0,,,
"5:50 Looks just like a Clover Club, yummo! Love KL",1,,,
"love all the panning shots, your must have reall stable hands hahahha. Great camera work! Wondered how you managed to go to some of these really popular places without the crowd",1,,,
Sir u haven't explored whole part of Malaysia yet ... overall Malaysia still a good peaceful place to stay. The coffee things don't criticize lah because u not grow up here in Malaysia so it's not suit your taste lah,0,,,
Welcome to Malaysia!!,1,,,
Love your places and vibe of the vdo,1,,,
"heyy i love your vids! im making vlogs on yt but i need good editing app sugestions, if you have any that would be great!",1,,,
Malaysian food..yummylicous,1,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
"Last time i went in 0016 , there were many more people there. It was at noon.  But what time was it this is filmed.",0,,,
Malaysia's weather was unbearable and humid all the time.,-1,,,
The tour guide in Malaysia was disinterested and unprofessional.,-1,,,
"I’m Ken, I’m a new subscriber to your channel. I would like to know if gay people are allowed to visit Malaysia? It has been my dream to visit for my whole life! Thank you!",1,,,
The food made me sick during my trip to Malaysia.,-1,,,
Welcome to malaysia,1,,,
I had a terrible experience with the taxi service in Kuala Lumpur.,-1,,,
Malaysia have a lot of clear water islands...you can enjoy your holiday there...Like RAWA ..PERHENTIAN AND KAPAS ISLAND ...It's situated in TERENGGANU STATE.,1,,,
The beach resort in Langkawi was not well maintained.,-1,,,
"I miss watching your videos! Even with my busy life, I took some time to watch all the ones I missed hahaha",1,,,
Great video thanks for sharing,1,,,
Malaysia's weather was unbearable and humid all the time.,-1,,,
Mantanani Island in Sabah.,0,,,
"Wow, thank you for the printout. We are here 1 month also and will use this as our guide! Just gained 1 new subscriber <3",1,,,
Welcome to Malaysia! I love the hotel scene in your video. May I know the name of the hotel you stayed at? I really love the vibe and interior!,1,,,
you are beautiful,1,,,
You are such a pro with handling the Assam laksa soup. My clumsy hands would have treated the table with some of it Thank you for showing us the beauty of Penang! It is much more interesting than I thought,1,,,
try the borneo part of malaysia next!! sarawak and sabah!,0,,,
This is Pulau Perhentian...,0,,,
"Kuala Lumpur might be capital city,but it's not represent Malaysia. If u really want to feel Malaysia, u should go to Penang or Terengganu or Melaka or Sabah.",0,,,
"I loved this, got to relive my KL trip through you guys!",1,,,
"Cool, I follow a photography channel from KL, he always takes photos of cats in his street photography",1,,,
fantastic and informative video! thank you,1,,,
Your videos are just the best! We love watching travel vlogs and have always adored your sense of humor more than anything. I appreciate that you share these videos with us. The quality is top-notch!,1,,,
"Wow , love from Nagaland northeast",1,,,
Name of hotel pls  .. thanks,0,,,
WELL COME TO MALAYSIA DEAR..ENJOY MY CENTURY,0,,,
"Beautiful city ~ loved looking at those skyscrapers!    If you're still there, or when you go back again, do one of your incredible grocery store tours!",1,,,
Kenapa ga ada turisnya,0,,,
"Beautiful vlog, love Malaysia and the food over there! We're from there and those food are legit yum",1,,,
"IL Nido, Palawan, Philippines.  Coron, Phi.  and Lombok, Indonesia is my favorite so far.",1,,,
The food made me sick during my trip to Malaysia.,-1,,,
Stayed there in '93 for a week. It's changed so much,0,,,
Durian is great! Tried it and thought it was very good. The smell is strong but nothing nearly as stenchy as something like stinky tofu.,1,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
The so called book club members seems high,0,,,
yo bro whats the easiest country to travel to with least visa bs from uk? like thailand vietnam malasia etc,0,,,
Felt unsafe walking at night in downtown Kuala Lumpur.,-1,,,
19:01 Why not to visit .,0,,,
"Thank you for watching! 
I hope you enjoyed my video.
Instagram: elyses_diary 
www.instagram.com/elyses_diary",1,,,
The tour guide in Malaysia was disinterested and unprofessional.,-1,,,
Everything was overpriced in the tourist areas of Malaysia.,-1,,,
10 for you Niki,0,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
Food was too spicy and not to my taste in Malaysia.,-1,,,
Hi Chelsea! May I please know where you got your blue bag? :),1,,,
hope you enjoyed your layover in sg! also imo putien is better in malaysia  you should go try it there too! maybe it's just me tho because my parents says it's the same,1,,,
As a Malaysian i am grateful for you going to Malaysia and nasi kenabu is very common in Malaysia,1,,,
"You should go to Sabah, every one of the islands would amaze you.",1,,,
I gave the library 7/10. Couldnt find Asterix or Tintin. A library needs these two.,-1,,,
"Hi ken. I love ur kinda systematic  approach and jovial presentation.  
But i am not into travel.  
Good luck to u.",1,,,
I had a terrible experience with the taxi service in Kuala Lumpur.,-1,,,
wow!! how to get there from kl sentral?,0,,,
Lovely Malaysian!,1,,,
Thànk you Ken for your honest review,0,,,
"Wow in KL
Can we meet,?",1,,,
Highness   I gave offered Wedding present Spain gift,0,,,
The tour guide in Malaysia was disinterested and unprofessional.,-1,,,
"Wow cool 
Very informative vedio thx",1,,,
guess I found my comfort channel,1,,,
"Pani puri are not amalaysia

It just a viral India that gain popular this year",0,,,
May I know what camera do you used?,0,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
If you go by bus is much cheaper about RM13 or USD4 only,1,,,
8.45 the market center was a history market in malaysia,0,,,
I'll very happy to visit in Malaysia,1,,,
"Hi Ken. How ,much was that tiger beer that you had on the beach ?
I went to Redang island in Malaysia ( not too far from the Perinthians ) and the hotel there was expensive for a beer.",0,,,
Happy Malaysia.,1,,,
Thank you,1,,,
Bro delete this Asap  my god. He found the an island pre commercialized I thought it was impossible,-1,,,
1:17 Don't eat with a fork. Where's a spoon at?,0,,,
Everything was overpriced in the tourist areas of Malaysia.,-1,,,
The tour guide in Malaysia was disinterested and unprofessional.,-1,,,
"AirAsia inflight food is actually some of the best I've ever had, I'd rather have its nasi lemak than business class food on any other airline!",1,,,
Enjoy your visithere,1,,,
"Uhh... whats with the lighting issue when Niki touches his head on the roof of that aircraft?  Looks.... wrong... lol.   Thanks Niki for another great one! Love your content, please continue to make such great videos!",1,,,
"As malaysia,watched peoppe making vlog about my country is making my heart warm. Nearly cry honestly since i happy see how much people treating people with friendly,kindness and respected too.",1,,,
Thanks for the relaxing vlog! This is a sign for me to plan a solo trip to somewhere too HAHAHA,1,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
Very nice video .informative. helpful for travelers. Keep up the good work.,1,,,
When you in Kuching and you said you are from Singapore...Sarawakian will just say.. Ohh Singaporean...cos they think Singaporean are nosy and like to complain a lot...,-1,,,
"""Local People : 10"" you got my thumbs up my man. Visit us again in the future!",1,,,
"Love your presentation of my lovely country. Wished you have more depth and have a better grasp our rich and colourful culture of Malay, Chinese, Indian, Kadazan, Iban and others. Thank you.",1,,,
"Love Penang, thank you so much!",1,,,
You should visit Penang and Cameron Highlands . Cameron Highlands is famous for its tea plantation and it was  discovered in 1885  by William Cameron an english surveyor in 1885 .,1,,,
Harry Potter?,0,,,
Malaysia Is Underated...It's Damn Old Version Of Comment...Better So That We  Could Preserve Our Beautiful Mother Nature's...Hahaha?,0,,,
Hi I really enjoyed watching your video. May pls ask what's your hotel name? Thanks.,1,,,
The tour guide in Malaysia was disinterested and unprofessional.,-1,,,
Thanks for visting my cute little small island. May I know are you all Denmark-born Chinese? TQ,1,,,
Well I would like to suggest you to go to Tioman Island in Pahang...,0,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
BTW batu caves is not a buddhist shrine. Lord murugan is God of war (hinduism),-1,,,
"The reason they are pristine and full of marine life, we closed the island for a few months during monsoon season. So it gives time for nature to rejuvenate itself.",1,,,
The beach resort in Langkawi was not well maintained.,-1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
"a tip - if you see the letter 'C' in Malay language - pronounce it as 'Ch' like in the word 'China'... so for 'canai' in 'roti canai', its pronounced ' chanai'...",0,,,
Nasi lemak rice is actually rice cooked with coconut juice.. It's not normal rice ya. Also usually our chicken rice is cooked with chicken stock too to make it more flavourful.,0,,,
Wow this is a stunningly beautiful island! Cheers from Koh Samui ?,1,,,
The beach in Malaysia was too crowded and dirty.,-1,,,
that normal  come to Mahsuri island Langkawi ????,0,,,
"actually it ain't a buddha statue, it's a statue of lord murgan, you gotta check your facts mate.",0,,,
"It rained the whole time I was in Malaysia, ruined my plans.",-1,,,
Malaysia's weather was unbearable and humid all the time.,-1,,,
"Ken, that's not a baby shark, haha. It's called a Remora. They attach themselves to larger marine animals i.e. turtles, sharks, sunfish to feed on the parasites.",0,,,
Welcome to malaysia..we are brittish partner,1,,,
I love your vdo! I’m going to Penang soon. May I know how did you get to hire the photographer? Are they available at the location or you had to book from elsewhere?,1,,,
Can’t wait to go to KL next month I’ll be blogging,1,,,
Welcome to Malaysia..hope u enjoy here,1,,,
The food made me sick during my trip to Malaysia.,-1,,,
"Do not sit on d grass ,there insects that will bit you and the grass is wet, not good.",-1,,,
"Has anyone ever told you that you look like the Russian version of Harry Potter? Lol. 

Anyways, great video and glad to know you enjoyed your stay here!",1,,,
Not sure a dish counts as vegetarian if it contains anchovies... Nice video though!,1,,,
Felt unsafe walking at night in downtown Kuala Lumpur.,-1,,,
Neil Patrick Harris... very funny! Nice tour btw.,1,,,
The beach in Malaysia was too crowded and dirty.,-1,,,
"Welcome Niki, been watching you on your Russians blog. Enjoy our country.",1,,,
Thank  you... well presented,1,,,
"Malaysia's traffic jams are the worst, wasted so much time.",-1,,,
"Welcome to Kuching, my hometown. Kolo Mee and Sarawak Laksa is the best when you eat it here locally.",1,,,
"Sempurna beach,sabah malaysia  tried it",0,,,
"I think it's because you met bookworms that's why they say people do hangout at library. Well, they do. But not as much as you think. 
But our bookstores, especially at the big cities have fun bookstore+library",1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
"oh wow, that is absolutely stunning view and not crowded at all considering the amazing view and compared to other islands in thailand and phillipines.",1,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
The beach in Malaysia was too crowded and dirty.,-1,,,
"I love your sense of humor! :D
Glad that you enjoy Malaysia! Try the Borneo part of Malaysia on your next visit =)",1,,,
Malaysia truly Asia...,0,,,
I like the postcards. You're the first foreign youtuber actually liking the postcards. The drawings on the postcards is just gorgeous. I have to get them as personal collections.,1,,,
WOW !,1,,,
Ohhhh yes yes yes let’s go!,1,,,
And just exactly what were you expecting ??,0,,,
"It rained the whole time I was in Malaysia, ruined my plans.",-1,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
Welcome to malaysia too many unique cultural diversity that u ever seen there,1,,,
"0:08 ""I'm going to show you what this island has to offer"" shows shark swimming around",0,,,
"Welcome to KL, i think you will like it here. Looking good in denim btw.",1,,,
But tbh some Malaysian ppl are racism to Indians not all Malaysian are bad,0,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
"Loved it. Thank you so much for sharing . What I apreciate as much as the content, is the fact that, although you are there, you never make this about YOU.",1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
welcome to my country malaysia ~ You should go other state too. like Penang and Melaka.,1,,,
I was scammed at a local market in Malaysia.,-1,,,
where are you at now,0,,,
Love the Neil Patrick Harris part.  The mannequin in the display did actually look like him a bit.  Too funny,1,,,
New subscriber!!,1,,,
"Can you rent also appartments or something like that overthere, shall be nice to stay for a week of 0/3 ..very relaxing and in a paradise !! Anyone knows ?",1,,,
The food made me sick during my trip to Malaysia.,-1,,,
Wow,1,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
I was scammed at a local market in Malaysia.,-1,,,
You're very unique and old school tourist Niki,1,,,
Everything was overpriced in the tourist areas of Malaysia.,-1,,,
Beautiful and informative video. Thank you,1,,,
You should try nasi kerabu. The blue-colored rice meal.,0,,,
Try visiting Borneo :) Sabah or Sarawak,1,,,
You should try nasi lemak and roti canai malay. It's different taste...,0,,,
"Keep doing content in Malaysia, im sure your will get most view, because we just like youtuber talk about us  have fun in here",1,,,
Bapak mahal nye air kelape,0,,,
Hi  just want to ask what's your luggage,0,,,
"Welcome back to.Malaysia, Ken!",1,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
"Just FYI - Prata and Roti Canai are two different things in Malaysia. Try ordering Roti Canai/Roti Kosong next instead. Underratted mamak item IMO is the Roti Pisang (Banana Roti), you should defs give it a go",0,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
Are u a solo traveller? Where do u keep your money/belonging during swimming/diving?,0,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
Terengganu,0,,,
The food made me sick during my trip to Malaysia.,-1,,,
"Miss, welcome to Kuala Lumpur...",1,,,
"Niki, to travel along is quite daring. I admire that about your travels.
You really know how to navigate yourself into local society, learning the ins and outs about their coulture.
Great job!",1,,,
Thanks!,1,,,
Welcome to Malaysia !!!,1,,,
what is the name of that beautifull flag..the one with green colour and beautifull full moon alike in the middle?..look so outstanding,1,,,
A well produced video. Enjoyed watching it until the end.,1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
Coconut in any island in Malaysia is way more expensive than in the mainland.,-1,,,
"Malaysia also have big shark, but in Aquaria Klcc, not in ocean",0,,,
Less tourist make our beach more clean...,1,,,
"Final verdict, if you have 4 days left to travel this year. Would it be Bangkok or Kuala Lumpur?",0,,,
Hallo. Why not you try go to Sarawak.,0,,,
Everything was overpriced in the tourist areas of Malaysia.,-1,,,
you guys POV are amazing! thanks!,1,,,
8:51 its much more lively than when i was there 0 years ago,1,,,
"Nice video, I save a few places from ur video to visit in future, even though I’m a local here",1,,,
Tahniah Ken. Boleh berbahasa Melayu. Boleh sedikit-sedikit. Tiada masalah. keropok lekor. pisang goreng. Terima kasih.,0,,,
"Wow, just stumbled on your story, I have spent many years travelling to Malaysia and have some friends interested in checking it out. You absolutely nailed it, awesome format, I'm hooked. Great Job.",1,,,
Great video and info,1,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
Everything is in English. Surprised me.,1,,,
Just like in paradise,1,,,
"You must go to Indonesian many more  beautiful island and beach in there ,more beautiful than Malaysia and Philippines",1,,,
Felt unsafe walking at night in downtown Kuala Lumpur.,-1,,,
"10:10 No I think ""fish pilot""",0,,,
Before we travel we always check to see your videos as they are truly among the best. Thank you for taking your time to do these. Much respect and appreciation,1,,,
Everything was overpriced in the tourist areas of Malaysia.,-1,,,
Hi Niki Great to see you,1,,,
It is a real paradise island. Thanks for your video. I look forward to your next one.,1,,,
"for 05 dollars that hotel is kinda bad, you could've get better hotel like Tune Hotel for budget accommodations",-1,,,
"Sorry Brother, what is a a holiday without Alcohol",0,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
Hiiiiiiiiiiiiiiiiiiiiiiiii finally you posted i have been waiting!,1,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
TQ for the Video,0,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
coconuts cost rm4-5,0,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
"Malaysia's traffic jams are the worst, wasted so much time.",-1,,,
Good and clear vid. Well done!,1,,,
How is it during summer ?,0,,,
waiting for your next vlogg!!,1,,,
Absolutely stunning!! I love Malaysia? I’m definitely coming back for a 0nd visit,1,,,
"One of the best and gorgeous travel YouTuber I've seen.  Love your videos, cheers~",1,,,
U can try pulau Rawa johor,0,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
Th,0,,,
Hi Ralph and Sam! I’m Rachel from Malacca  very mice meeting you at Central Market that day!! My heart was thumping fast when I realised that I saw a YouTuber in real life,1,,,
Nice video. Planning to go there soon. Btw when is the day1 & day0 . Wondering why it wasnt as crowded.,1,,,
The beach in Malaysia was too crowded and dirty.,-1,,,
congrate bro 100k viewed in 1day ..,1,,,
"8:00

LOL, I've read that book too~Nadiah Zakaria is a great author!",1,,,
ms chelsea link nung wide leg pants mo pls!!!,0,,,
"Thank you for visiting Malaysia especially the library, hope that you come back to Malaysia in the future.",1,,,
Penang,0,,,
The best vlog ever. It deserve a like and a sub,1,,,
Sounds like you had a good time!   but the title of this video seems to be a downer     Library is really good.  unfortunately many US young prefer devices and social media over reading books.,1,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
Wow welcome to kl ????,1,,,
"Welcome to Malaysia. Enjoy yourself. 
Hope you have a wonderful time.",1,,,
"hello thank for visit us..but for food i recommended ""masakan kampung"" that like patin masak tempoyak..famous one in termerloh and asam pedas or char kuey teow",1,,,
thanks this is helpful i going next month,1,,,
"Awesome video, thank you!! Besides the airfare to Malaysia, approximately what was your budget including accommodation, travel, food, excursions, etc.. Thanks again!",1,,,
Thank you for the wonder content on KC. May I know is when does your promo code end? Also are there many birds pigeons in KC??,1,,,
i need a guide!,0,,,
Woww.. Nice video..,1,,,
"Hello!! I am an proud Malaysian here. I am at Selangor, thank you for the ratings! Hope you like our country :)",1,,,
"Woah, looks like good recommendations... i'm heading there and using your video as a guide!",1,,,
"Back in Asia, Way to go :)",1,,,
This is good economy for western military.,1,,,
I subscribed your channel after watching your latest content. Good editing style.,1,,,
Food was too spicy and not to my taste in Malaysia.,-1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
"Welcome to Malaysia, this is a wonderful place for many reasons. Do explore Malaysia and share your experience",1,,,
"Love the vlog, planning to visit Malaysia! May I know if you're using stabilizer/tripod for your phone?",1,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
"This beautiful city has it all. It just suits every class, religion and taste. Love KL",1,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
Hello from Malaysia! Welcome to Penang guys,1,,,
"You are pretty knowledgeble about Malaysian food. Yes, just say KL. Everyone says it now even the foreigners. We get it dont worry.",0,,,
"Malaysia's traffic jams are the worst, wasted so much time.",-1,,,
Haven’t been on this channel for almost a year. I like your hairdo!,1,,,
I will definitely try visiting their library. I will be in KL in April this year.,1,,,
You know that it's a popular bustling destination when the metro is usually jam-packed. We call that a prosperity problem. Lol,0,,,
Ken you are really a traveler not a tourist because you go small places where there no tourists go,0,,,
"Very interesting vlog.  We had not seen Malaysia before like this and it looks very nice.  Your guide to Vietnam prompted us to visit and we did, so now we have Malaysia on our list.  Many thanks.",1,,,
We are heading to KL this year! Love this video!! What settings are your DJI camera on? Do you have use the lut colour settings? Love how it looks ?,1,,,
So beautiful vlog,1,,,
"The ""black sauce"" is called ""sambal"". There's a much spicier sauce in Malay food called ""belacan"" which you normally only get if you ask for it.",0,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
Malaysia's weather was unbearable and humid all the time.,-1,,,
Is that anywhere near palau pankore,0,,,
Lol. I thot coffee and Panadol dun mix?,0,,,
"Good sharing. Just a suggestion, would it be better to play Malaysian music or song instead of French song?",0,,,
I really enjoyed watching your travel vlog. Just subscribe.,1,,,
Niki i just found your channel and my first thought is harry potter is visiting malaysia,0,,,
"wow, rm10 is actually is expensive..",-1,,,
I like your prank at ending off this video,1,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
One u will fall in love n never forget... The rainforest,1,,,
I had a terrible experience with the taxi service in Kuala Lumpur.,-1,,,
No doubt about it Malaysia is the best place to leave.It's save.,1,,,
I hope you dont leave langkawi in a hurry.. my advise.. a week is best spent on that island.. cheers..,1,,,
The coffee in the clay pot is just a novelty. That kind of clay pot is used to brew Chinese herbal medicines.,0,,,
"Boracay is beautiful but too crowded! Patong in Thailand, again to many massage and salespeople bothering you, and many drunk people at night.",0,,,
Thanks,1,,,
What’s the name of the hotel you guys stayed in?,0,,,
"Thanks for visiting us in Malaysia 
KL famous for shopping malls.
Do get a ride in Time square mall
Dun forget spend a night in Geting highland canopy ...rain forecast etc",1,,,
gusto ko yung slay accla soundtrip while getting ready HAHAHAHA,1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
I was scammed at a local market in Malaysia.,-1,,,
I need some friends,0,,,
Learn how to pronounce the letter r.. so cringe,-1,,,
"Yeah ... Malaysia have so much to offer ....  Malaysia Truly Asia, wish you enjoy your day here in Malaysia.",1,,,
Please keep it underrated,0,,,
do you find your phone battery draining alot or heating up fast when vlogging for the whole day? does vlogging on a trip sometimes feel stressful? i really want to try vlogging like you do hehe,0,,,
The beach in Malaysia was too crowded and dirty.,-1,,,
0:48 you can see tour guide eyes lit up as you speak their local language. You must have make his day.,1,,,
"Welcome to our country Malaysia!

For anyone interested / exploring Malaysia, let me know if you need help/guidance/advice. 

Let me know, i’m more than happy to help",1,,,
Why don't you bring your mother to malaysia and do a video of traveling together?,0,,,
Don Don Donki is not dirt cheap !!,-1,,,
"Amazing! Love the soundtracks especially the last song, what’s the name of that song?",1,,,
The tour guide in Malaysia was disinterested and unprofessional.,-1,,,
Thanks!,1,,,
The beach resort in Langkawi was not well maintained.,-1,,,
"I’m a Penang girly so watching your video makes me wonder if I bumped into you cuz the places you went are I mostly visit 
Your videos are so inspiring",1,,,
Laksa has to be in the morning.,0,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
"It rained the whole time I was in Malaysia, ruined my plans.",-1,,,
Visit usSipadan frontier fb,0,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
The Food Looks very ugly,-1,,,
Shhhh....,0,,,
Good video,1,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
Do visit kuching - the latest attraction there is a huge church of st peter and it's honestly one of the most beautiful churches in asia.,1,,,
"I travel  last year to  Kuala Lumpur, its was  great .Batu Caves are awsome.",1,,,
"Hello Phoebe, I’m Haris, a British photographer based in London. I lived in Brisbane in 1991.",0,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
I had a terrible experience with the taxi service in Kuala Lumpur.,-1,,,
I was scammed at a local market in Malaysia.,-1,,,
Very nice video .informative. helpful for travelers. Keep up the good work.,1,,,
"It rained the whole time I was in Malaysia, ruined my plans.",-1,,,
what is the library called and where!,0,,,
"the actual pain of hearing ppl mispell basic malay words, but hey makes sense lol",0,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
Food was too spicy and not to my taste in Malaysia.,-1,,,
I was scammed at a local market in Malaysia.,-1,,,
"nasi lemak has 08 variations, and coconut chicken is just one of them which is not so eaten",0,,,
"Malaysia's traffic jams are the worst, wasted so much time.",-1,,,
This is such a useful vlog as I'm going to KL in July.  Staying v near Chow Kit as well.  Many thanks!,1,,,
Malaysia's weather was unbearable and humid all the time.,-1,,,
What a miss going to Penang and not trying nasi kandar ...u just eat Chinese food that have at another country but not try Malay food ? Malaysia famous food nasi lemak ..roti canai...,-1,,,
"Hi I am a Malaysian musician, play at changkat at times. Nice watching you eat.",1,,,
Robertson residences! I always stay there for Airbnb!,1,,,
The beach in Malaysia was too crowded and dirty.,-1,,,
"It rained the whole time I was in Malaysia, ruined my plans.",-1,,,
It’s xiao LONG bao,0,,,
"It rained the whole time I was in Malaysia, ruined my plans.",-1,,,
nice trip!,1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
